,value
0,104.21393112601316
1,106.84195026543792
2,102.88227418769614
3,103.94196917345737
4,107.26811227713
5,104.68891775084512
6,105.86085575742116
7,109.345690616467
8,111.75935443977276
9,116.49552114268634
10,117.11209163713518
11,119.80803080243764
12,119.19020531622384
13,114.78504511831076
14,115.08766414333498
15,114.64105484682128
16,121.98952783849404
17,120.11434325314455
18,118.22322297272925
19,117.07739425684856
20,116.63595863098654
21,113.60265232906934
22,113.22022488880364
23,117.083817784834
