,value
0,94.13858224094776
1,92.86028043904196
2,91.77920483825515
3,94.21081108891109
4,91.66774973954124
5,92.9294181981372
6,94.8141544532968
7,99.5232725233553
8,98.52194282471378
9,104.97441692683824
10,108.07771920065451
11,110.77641791812388
12,112.74523866615328
13,114.08951046199576
14,107.94277008760622
15,106.63113826434356
16,107.19377819946205
17,115.1706815523972
18,112.51658629405418
19,114.931552799641
20,113.44613141051336
21,113.1197271801562
22,109.31796310642564
23,107.72999340437948
