,value
0,124.7373836626706
1,119.84299697165947
2,119.7328956879267
3,123.66889160758392
4,121.97930555647608
5,120.27227914689097
6,120.37951029698644
7,124.70101448728748
8,126.40547007002624
9,134.12358947583476
10,134.09273028610238
11,136.91985183050713
12,133.52359475180873
13,137.00049862670292
14,136.52451869816707
15,137.36040456267216
16,143.035300944701
17,139.20093550173036
18,135.27058894549356
19,124.24726686772576
20,119.02989901619348
21,117.19230596282505
22,116.33149942389528
23,126.12177004675146
