,value
0,229.2512550562755
1,228.59062734578447
2,226.9071081356431
3,226.1367976392519
4,227.11493210676596
5,237.69499919006392
6,240.60863003877904
7,248.50218298933171
8,254.1378653778907
9,259.24965662908744
10,253.50971581759043
11,255.28961916078356
12,257.2390330804764
13,259.27725836125705
14,261.9359958536049
15,261.05502107003923
16,264.0812461074807
17,261.3854928941341
18,263.02504628209675
19,254.8864419534394
20,252.40025888982933
21,246.83261967132
22,244.30473937070255
23,240.00168652581215
