,value
0,135.42422050954357
1,128.90131789065543
2,126.71912995706852
3,127.25880795763308
4,128.8471043719817
5,128.3943117061044
6,128.2023356499124
7,128.8999314561628
8,129.8962768837579
9,140.46330886499874
10,141.96481617582555
11,143.155636495604
12,145.54485834388194
13,140.7655193857143
14,140.3383638444683
15,142.41531914659598
16,143.21295885377265
17,147.4622454189466
18,153.06160210031987
19,155.70152567075235
20,151.1457996088934
21,146.84684702026058
22,144.65538986419557
23,135.30000492270392
