,value
0,164.31649726515627
1,160.66663193759078
2,161.16633572004395
3,162.01247459873164
4,160.85320520598705
5,160.43672630616473
6,169.5971226263598
7,183.51450837636176
8,181.4494091325032
9,185.96839256491307
10,185.2945416174015
11,182.7883679061981
12,178.25192150941885
13,174.34493777352867
14,175.12576108622764
15,176.4990412014636
16,177.67987181800888
17,182.01122426281415
18,187.1383946634461
19,184.3250686658484
20,180.2889204594075
21,173.95312580955758
22,170.04595077566668
23,165.62937690749143
