,value
0,136.08051521186934
1,130.66434733094673
2,130.04475019896225
3,131.18049884375378
4,133.8788262579389
5,131.59926757848874
6,136.56143485415348
7,145.73522201815396
8,146.04451296579953
9,142.35988691198904
10,137.0555002327294
11,132.85876802278256
12,133.52007935213643
13,129.41230067032416
14,133.1399170410397
15,130.12593026669836
16,150.89872511300518
17,149.8436705263287
18,150.4305815576329
19,155.5466932387363
20,151.2296967049155
21,142.15486076910017
22,138.2467977968367
23,133.33006828354488
