,value
0,121.6358175700332
1,122.07193545740552
2,117.92335966811235
3,118.02495190191364
4,119.04686153555596
5,121.2702968420267
6,121.67476310767938
7,122.89943806351192
8,127.1880981456816
9,133.08945681273937
10,140.01961045935008
11,138.91825786754345
12,137.67509436434406
13,138.98472241292603
14,131.22979418727226
15,132.87481787730655
16,134.81633757734946
17,137.09930438644614
18,137.23261976850296
19,138.7689574249167
20,136.41758270660029
21,134.2973801413765
22,130.08685341681792
23,124.43546038989416
