,value
0,95.20104461388613
1,95.29872383044363
2,91.66742172985064
3,91.49489435128814
4,92.84592685996977
5,96.14263988514526
6,97.05830418717838
7,102.69852777570318
8,104.39750630411304
9,107.68948120075385
10,108.0265093801869
11,106.37136973207151
12,107.28150976905636
13,106.49795528091772
14,104.30220220005698
15,102.86043994043106
16,105.01362350882036
17,111.00243066153962
18,109.93786123551187
19,109.45802255483903
20,106.54604259620731
21,104.6622091004717
22,101.46294155970122
23,98.46431841521988
