,value
0,161.4947248906429
1,163.93276839749282
2,167.8023893381851
3,164.8326558061017
4,168.74245454938017
5,167.5558994270434
6,170.60618452457555
7,178.55639320119636
8,167.1536250728951
9,160.47869215574218
10,159.43564588390444
11,156.19563771863034
12,155.94876977826328
13,149.0082550068417
14,148.31483661309
15,149.07193364277384
16,154.04482968140806
17,156.7295452265316
18,159.94323579005183
19,158.85300102868572
20,159.46590112920092
21,160.83890181350483
22,162.35810971839257
23,151.94740351448334
