,value
0,107.05838313850752
1,104.8759466309852
2,105.44246138131926
3,108.97102982052787
4,108.99495625256156
5,110.9901380310909
6,115.93344908379842
7,126.99735757104736
8,117.7480019830571
9,120.58934934139032
10,123.56549900966424
11,122.70274190886964
12,122.128665038081
13,121.41709771402434
14,123.82175019756184
15,129.72664513830628
16,126.9138055794787
17,128.90805110075434
18,128.94842966197206
19,131.7319725341962
20,133.9656127941698
21,127.936220390764
22,124.81051781175594
23,117.75719832299843
