,value
0,118.33362300544567
1,114.90048372953356
2,117.36086350394169
3,114.27653939238252
4,115.03077818531813
5,115.48057273015364
6,122.64772485851807
7,125.9406638299565
8,126.04598649538536
9,128.6893527074262
10,123.64109775793712
11,122.6609050102322
12,121.61207148114237
13,118.48849952569026
14,118.51522279625269
15,112.30479940834697
16,117.03754004453992
17,121.25695914831836
18,130.03776681156458
19,128.31764998754508
20,129.2294050364964
21,128.7316627175397
22,119.64416500097492
23,114.90217354491698
