,value
0,247.29264030018956
1,243.92049175369044
2,242.50386967375547
3,243.1477733205177
4,239.45773001560167
5,239.47148413792073
6,240.88281104995684
7,245.46868682515276
8,245.18267866583892
9,248.8719279195764
10,257.08084991010287
11,259.4501974011214
12,261.28358854410135
13,260.19377104252374
14,258.80045185031196
15,253.0509494114237
16,254.20459747349503
17,253.242127954458
18,254.052869796131
19,248.9645995853223
20,240.26337889761453
21,234.6042663092896
22,231.7048293815559
23,229.65458761141477
