,value
0,116.19562769016768
1,110.68237783703304
2,109.72404113220676
3,112.19781830461348
4,112.94262258999473
5,113.0829302229163
6,116.1699772544827
7,117.7592577229121
8,119.00633821782068
9,120.51761958039212
10,124.1190599458293
11,126.79409480421964
12,123.40450117329048
13,121.2572325099458
14,120.6845449343278
15,117.58117297845854
16,116.41147538025876
17,115.884291431133
18,115.25755026734204
19,116.0393994201848
20,115.23188247537692
21,111.92675593882512
22,112.6813155426756
23,111.88919659522789
