hour,pressure_avg,sensor
1,6.308594,Sensor-1
5,6.2701415,Sensor-1
6,6.184082,Sensor-1
16,6.33667,Sensor-1
17,6.3405763,Sensor-1
18,6.30065925,Sensor-1
0,7.512207,Sensor-2
1,7.5830078333,Sensor-2
2,7.5634766667,Sensor-2
3,7.4987793333,Sensor-2
4,7.5227865,Sensor-2
5,7.5634765,Sensor-2
6,7.491862,Sensor-2
7,7.4938966667,Sensor-2
8,7.6127116667,Sensor-2
9,7.5081383333,Sensor-2
10,7.3815918333,Sensor-2
11,7.3624675,Sensor-2
12,7.5016276667,Sensor-2
13,7.6245115,Sensor-2
14,7.6090495,Sensor-2
15,7.693685,Sensor-2
16,7.562256,Sensor-2
17,7.5964353333,Sensor-2
18,7.6342775,Sensor-2
19,7.541097,Sensor-2
20,7.5545246667,Sensor-2
21,7.5667316667,Sensor-2
22,7.5439453333,Sensor-2
23,7.594401,Sensor-2
0,6.2512208333,Sensor-3
1,6.386312,Sensor-3
2,6.3346353333,Sensor-3
3,6.2227376667,Sensor-3
4,6.3069661667,Sensor-3
5,6.2605796667,Sensor-3
6,6.2443035,Sensor-3
7,6.2133788333,Sensor-3
8,6.3476563333,Sensor-3
9,6.2316891667,Sensor-3
10,6.2145996667,Sensor-3
11,6.2207031667,Sensor-3
12,6.3684081667,Sensor-3
13,6.5193685,Sensor-3
14,6.4444988333,Sensor-3
15,6.5384928333,Sensor-3
16,6.401367,Sensor-3
17,6.4375815,Sensor-3
18,6.4355468333,Sensor-3
19,6.3248696667,Sensor-3
20,6.4208985,Sensor-3
21,6.4546713333,Sensor-3
22,6.45223,Sensor-3
23,6.504313,Sensor-3
0,6.9075521667,Sensor-4
1,6.9966633333,Sensor-4
2,6.948242,Sensor-4
3,6.8583171667,Sensor-4
4,6.9299316667,Sensor-4
5,6.9458008333,Sensor-4
6,6.8941245,Sensor-4
7,6.8737793333,Sensor-4
8,6.9722496667,Sensor-4
9,6.84611,Sensor-4
10,6.8143716667,Sensor-4
11,6.7952475,Sensor-4
12,6.8855793333,Sensor-4
13,7.0084633333,Sensor-4
14,7.0076498333,Sensor-4
15,7.1028646667,Sensor-4
16,6.97347,Sensor-4
17,7.0385743333,Sensor-4
18,6.9803873333,Sensor-4
19,7.006429,Sensor-4
20,6.9327798333,Sensor-4
21,6.998698,Sensor-4
22,7.0235188333,Sensor-4
23,7.023926,Sensor-4
0,6.287435,Sensor-5
1,6.3496905,Sensor-5
2,6.2813313333,Sensor-5
3,6.2674966667,Sensor-5
4,6.311849,Sensor-5
5,6.3313801667,Sensor-5
6,6.2548828333,Sensor-5
7,6.2727865,Sensor-5
8,6.2902833333,Sensor-5
9,6.2089031667,Sensor-5
10,6.2060546667,Sensor-5
11,6.2101235,Sensor-5
12,6.2638346667,Sensor-5
13,6.299235,Sensor-5
14,6.2426758333,Sensor-5
15,6.3557943333,Sensor-5
16,6.2402345,Sensor-5
17,6.2801108333,Sensor-5
18,6.1499023333,Sensor-5
19,6.2154135,Sensor-5
20,6.2642415,Sensor-5
21,6.254069,Sensor-5
22,6.3260903333,Sensor-5
23,6.3374836667,Sensor-5
0,6.009472919982706,Sensor-6
1,6.1085527377760735,Sensor-6
2,6.064210227298402,Sensor-6
3,5.987570331665105,Sensor-6
4,6.0188635406636095,Sensor-6
5,6.045215288376442,Sensor-6
6,5.9970003018068665,Sensor-6
7,5.992230301725251,Sensor-6
8,6.10203533905448,Sensor-6
9,5.9450679779909485,Sensor-6
10,5.937681135654384,Sensor-6
11,5.9230396928231475,Sensor-6
12,6.003358281747232,Sensor-6
13,6.153922435209814,Sensor-6
14,6.1399214875778805,Sensor-6
15,6.222429848737594,Sensor-6
16,6.118388651198826,Sensor-6
17,6.103596939411512,Sensor-6
18,6.080745233473313,Sensor-6
19,6.051505707437582,Sensor-6
20,6.034110149684629,Sensor-6
21,6.104512258489294,Sensor-6
22,6.130095461187836,Sensor-6
23,6.181426260838297,Sensor-6
0,6.0534668333,Sensor-7
1,6.208496,Sensor-7
2,6.1698405,Sensor-7
3,6.0803223333,Sensor-7
4,6.1201986667,Sensor-7
5,6.1442058333,Sensor-7
6,6.0835775,Sensor-7
7,6.114095,Sensor-7
8,6.2430826667,Sensor-7
9,6.003418,Sensor-7
10,6.0876461667,Sensor-7
11,6.0668945,Sensor-7
12,6.065674,Sensor-7
13,6.2080891667,Sensor-7
14,6.2491861667,Sensor-7
15,6.3924153333,Sensor-7
16,6.2760418333,Sensor-7
17,6.2219238333,Sensor-7
18,6.1775716667,Sensor-7
19,6.0636393333,Sensor-7
20,6.1291505,Sensor-7
21,6.2207031667,Sensor-7
22,6.2906901667,Sensor-7
23,6.3220215,Sensor-7
0,5.91186525,Sensor-8
1,5.9256996667,Sensor-8
2,5.9114581667,Sensor-8
3,5.880127,Sensor-8
4,5.8988445,Sensor-8
5,5.8946008571,Sensor-8
6,5.8833823333,Sensor-8
7,5.843506,Sensor-8
8,5.9464518333,Sensor-8
9,5.861119,Sensor-8
10,5.8374025714,Sensor-8
11,5.6923830667,Sensor-8
17,5.91552725,Sensor-8
18,5.8579102,Sensor-8
19,5.8662111,Sensor-8
20,5.8573405,Sensor-8
21,5.9265136667,Sensor-8
22,5.904948,Sensor-8
23,5.9065755,Sensor-8
