hour,pressure_avg,sensor
0,6.3472495,Sensor-1
1,6.3696286667,Sensor-1
2,6.3598635,Sensor-1
3,6.4082845,Sensor-1
4,6.3684083333,Sensor-1
5,6.366374,Sensor-1
6,6.3069661667,Sensor-1
7,6.1223491429,Sensor-1
8,6.2897601429,Sensor-1
9,6.1002605,Sensor-1
10,6.1308596,Sensor-1
11,6.2529298,Sensor-1
12,6.3087681429,Sensor-1
13,6.3016184286,Sensor-1
14,6.2919106667,Sensor-1
15,6.322754,Sensor-1
23,6.328125,Sensor-1
0,7.7494303333,Sensor-2
1,7.7563476667,Sensor-2
2,7.771403,Sensor-2
3,7.7701823333,Sensor-2
4,7.7640786667,Sensor-2
5,7.7396645,Sensor-2
6,7.6892088333,Sensor-2
7,7.6615396667,Sensor-2
8,7.5992836667,Sensor-2
9,7.5203451667,Sensor-2
10,7.6159666667,Sensor-2
11,7.655843,Sensor-2
12,7.7075193333,Sensor-2
13,7.7368163333,Sensor-2
14,7.7128091667,Sensor-2
15,7.7290851667,Sensor-2
16,7.6794433333,Sensor-2
17,7.689209,Sensor-2
18,7.5882976667,Sensor-2
19,7.6302085,Sensor-2
20,7.7099611667,Sensor-2
21,7.6509603333,Sensor-2
22,7.6912436667,Sensor-2
23,7.7868653333,Sensor-2
0,6.8379721667,Sensor-3
1,6.8969726667,Sensor-3
2,6.9087728333,Sensor-3
3,6.8550618333,Sensor-3
4,6.8599446667,Sensor-3
5,6.8709308333,Sensor-3
6,6.7903645,Sensor-3
7,6.748047,Sensor-3
8,6.6414388333,Sensor-3
9,6.571045,Sensor-3
10,6.67806,Sensor-3
11,6.7635091667,Sensor-3
12,6.7386881667,Sensor-3
13,6.866862,Sensor-3
14,6.8025716667,Sensor-3
15,6.7788084,Sensor-3
16,6.816755,Sensor-3
17,6.7338053333,Sensor-3
18,6.682129,Sensor-3
19,6.7818196667,Sensor-3
20,6.7948405,Sensor-3
21,6.842448,Sensor-3
22,6.957194,Sensor-3
23,6.952311,Sensor-3
0,7.2090658333,Sensor-4
1,7.257487,Sensor-4
2,7.2269693333,Sensor-4
3,7.1809898333,Sensor-4
4,7.204183,Sensor-4
5,7.1936033333,Sensor-4
6,7.141927,Sensor-4
7,7.04834,Sensor-4
8,7.0479328333,Sensor-4
9,6.9669595,Sensor-4
10,7.0784506667,Sensor-4
11,7.0467121667,Sensor-4
12,7.1280921667,Sensor-4
13,7.1586098333,Sensor-4
14,7.2045898333,Sensor-4
15,7.1435546667,Sensor-4
16,7.1166993333,Sensor-4
17,7.1044921667,Sensor-4
18,6.982015,Sensor-4
19,7.0426431667,Sensor-4
20,7.0959471667,Sensor-4
21,7.1191406667,Sensor-4
22,7.2212726667,Sensor-4
23,7.2497558333,Sensor-4
0,6.4379881667,Sensor-5
