hour,pressure_avg,sensor
1,5.5887858333,Sensor-1
2,5.5326336667,Sensor-1
3,5.2449543333,Sensor-1
4,5.5208333333,Sensor-1
5,5.3727213333,Sensor-1
6,5.2221681667,Sensor-1
7,5.4020183333,Sensor-1
8,5.4166666667,Sensor-1
9,5.0646973333,Sensor-1
10,5.4341635000,Sensor-1
11,5.3495280000,Sensor-1
12,5.5367025000,Sensor-1
13,5.1757810000,Sensor-1
14,5.3902180000,Sensor-1
15,5.1472981667,Sensor-1
16,5.5843098333,Sensor-1
17,5.0467936667,Sensor-1
18,5.5350750000,Sensor-1
19,5.3068033333,Sensor-1
20,5.5509438333,Sensor-1
21,5.1554360000,Sensor-1
22,5.0187175000,Sensor-1
23,5.4976401667,Sensor-1
24,5.1806640000,Sensor-1
1,6.4343261667,Sensor-2
2,6.7504883333,Sensor-2
3,6.5205891667,Sensor-2
4,6.5279133333,Sensor-2
5,6.4449058333,Sensor-2
6,6.8037921667,Sensor-2
7,6.6687011667,Sensor-2
8,6.5942383333,Sensor-2
9,6.8745930000,Sensor-2
10,6.7464193333,Sensor-2
11,6.4733886667,Sensor-2
12,6.7989095000,Sensor-2
13,6.7484538333,Sensor-2
14,6.6276041667,Sensor-2
15,6.6528320000,Sensor-2
16,6.7533366667,Sensor-2
17,6.5783690000,Sensor-2
18,6.4782715000,Sensor-2
19,6.5523273333,Sensor-2
20,6.7036945000,Sensor-2
21,6.8550620000,Sensor-2
22,6.8924968333,Sensor-2
23,6.8164061667,Sensor-2
24,6.7871091667,Sensor-2
1,5.1464845000,Sensor-3
2,5.1098633333,Sensor-3
3,4.8347980000,Sensor-3
4,4.8710125000,Sensor-3
5,5.0093588333,Sensor-3
6,5.1924641667,Sensor-3
7,4.7839355000,Sensor-3
8,5.0154623333,Sensor-3
9,4.7961425000,Sensor-3
10,4.9450685000,Sensor-3
11,5.2888998333,Sensor-3
12,5.3979493333,Sensor-3
13,4.9550084286,Sensor-3
14,5.2193196667,Sensor-3
15,4.8693848333,Sensor-3
16,5.2339681667,Sensor-3
17,5.3324381667,Sensor-3
18,4.8311361667,Sensor-3
19,4.7896321667,Sensor-3
20,5.2718100000,Sensor-3
21,5.3031411667,Sensor-3
22,5.0154623333,Sensor-3
23,5.2372231667,Sensor-3
24,4.8360190000,Sensor-3
1,5.8622235000,Sensor-4
2,6.2719728333,Sensor-4
3,6.0909018333,Sensor-4
4,5.8809408333,Sensor-4
5,6.0734050000,Sensor-4
6,6.0579428333,Sensor-4
7,5.7020400000,Sensor-4
8,5.9143065000,Sensor-4
9,5.9037273333,Sensor-4
10,6.0107421667,Sensor-4
11,5.7706706667,Sensor-4
12,6.1258950000,Sensor-4
13,6.0636395000,Sensor-4
14,6.1592611667,Sensor-4
15,5.9952800000,Sensor-4
16,5.8060710000,Sensor-4
17,6.2585450000,Sensor-4
18,6.1995441667,Sensor-4
19,5.7661946667,Sensor-4
20,5.7971193333,Sensor-4
21,6.2325035000,Sensor-4
22,6.1633301667,Sensor-4
23,6.1775715000,Sensor-4
24,5.9769695000,Sensor-4
1,5.5928548333,Sensor-5
2,5.7226563333,Sensor-5
3,5.4549155000,Sensor-5
4,5.4744465000,Sensor-5
5,5.6099445000,Sensor-5
6,5.3751625000,Sensor-5
7,5.5659993333,Sensor-5
8,5.7157388333,Sensor-5
9,5.4378255000,Sensor-5
10,5.7149251667,Sensor-5
11,5.6945800000,Sensor-5
12,5.7100423333,Sensor-5
13,5.7132973333,Sensor-5
14,5.4272461667,Sensor-5
15,5.6233723333,Sensor-5
16,5.5680340000,Sensor-5
17,5.3885903333,Sensor-5
18,5.4549155000,Sensor-5
19,5.5391436667,Sensor-5
20,5.7161460000,Sensor-5
21,5.6388348333,Sensor-5
22,5.5786131667,Sensor-5
23,5.5708823333,Sensor-5
24,5.5171711667,Sensor-5
1,4.812537467505665,Sensor-6
2,5.325382827544771,Sensor-6
3,4.939264829643154,Sensor-6
4,5.009418213203686,Sensor-6
5,5.313982478291772,Sensor-6
6,5.127051971841594,Sensor-6
7,5.1878379849091765,Sensor-6
8,5.346999171423582,Sensor-6
9,4.987284585225441,Sensor-6
10,4.858241161062841,Sensor-6
11,4.912834852526469,Sensor-6
12,5.02404569609713,Sensor-6
13,5.384354839499716,Sensor-6
14,4.981559630025216,Sensor-6
15,5.206599390408102,Sensor-6
16,5.153202024619699,Sensor-6
