hour,pressure_avg,sensor
1,4.7928873333,Sensor-1
2,4.8107911667,Sensor-1
3,4.3831381667,Sensor-1
4,4.7481281667,Sensor-1
5,4.5397948333,Sensor-1
6,4.4523111667,Sensor-1
7,4.4913736667,Sensor-1
8,4.4824220000,Sensor-1
9,4.0568035000,Sensor-1
10,4.6960448333,Sensor-1
11,4.1605631667,Sensor-1
12,4.3489583333,Sensor-1
13,4.1817221667,Sensor-1
14,4.3216960000,Sensor-1
15,4.1735841667,Sensor-1
16,4.9450685000,Sensor-1
17,4.3363443333,Sensor-1
18,4.7517901667,Sensor-1
19,4.2614746667,Sensor-1
20,4.6484375000,Sensor-1
21,4.3009441667,Sensor-1
22,4.2338053333,Sensor-1
23,4.6000163333,Sensor-1
24,4.3815103333,Sensor-1
1,5.8707681667,Sensor-2
2,6.2748211667,Sensor-2
3,5.9484861667,Sensor-2
4,6.0310871667,Sensor-2
5,5.6376140000,Sensor-2
6,6.1958821667,Sensor-2
7,6.0078940000,Sensor-2
8,5.7779948333,Sensor-2
9,6.4343261667,Sensor-2
10,5.8789063333,Sensor-2
11,5.7499185000,Sensor-2
12,6.1918131667,Sensor-2
13,5.8748373333,Sensor-2
14,5.8398436667,Sensor-2
15,5.7873536667,Sensor-2
16,6.0754395000,Sensor-2
17,5.9493001667,Sensor-2
18,5.8772786667,Sensor-2
19,5.9053550000,Sensor-2
20,6.0770671667,Sensor-2
21,6.3281250000,Sensor-2
22,6.3260905000,Sensor-2
23,6.3521320000,Sensor-2
24,6.2967936667,Sensor-2
1,4.2720541667,Sensor-3
2,3.9735631429,Sensor-3
3,4.0205891667,Sensor-3
4,3.9388018333,Sensor-3
5,3.8916013333,Sensor-3
6,4.2590333333,Sensor-3
7,3.7809246667,Sensor-3
8,3.9331054000,Sensor-3
9,3.9408365000,Sensor-3
10,4.1438803333,Sensor-3
11,4.5133463333,Sensor-3
12,4.7155761667,Sensor-3
13,4.0254720000,Sensor-3
14,4.4076537500,Sensor-3
15,4.0889485000,Sensor-3
16,4.3339028333,Sensor-3
17,4.5003255000,Sensor-3
18,3.7679036667,Sensor-3
19,4.0832520000,Sensor-3
20,4.4458008333,Sensor-3
21,4.3986003333,Sensor-3
22,3.8212075000,Sensor-3
23,4.2256675000,Sensor-3
24,4.0055340000,Sensor-3
1,5.2425130000,Sensor-4
2,5.7637533333,Sensor-4
3,5.5554200000,Sensor-4
4,5.1745606667,Sensor-4
