hour,pressure_avg,sensor
1,5.2688600000,Sensor-1
2,4.7895508000,Sensor-1
3,5.3674317500,Sensor-1
4,4.6002195000,Sensor-1
5,4.7957356667,Sensor-1
6,4.9593098333,Sensor-1
7,4.8773192500,Sensor-1
8,4.6472167000,Sensor-1
9,4.7786460000,Sensor-1
10,4.9794222857,Sensor-1
11,4.9312920000,Sensor-1
12,4.9431819091,Sensor-1
13,4.8007202500,Sensor-1
14,4.8350307143,Sensor-1
15,4.8974610000,Sensor-1
16,4.7757975000,Sensor-1
17,5.3605145000,Sensor-1
18,4.8518880000,Sensor-1
19,4.3527223750,Sensor-1
20,4.4243164000,Sensor-1
21,5.3051757143,Sensor-1
22,4.4217354286,Sensor-1
23,5.4243164000,Sensor-1
1,7.0113118333,Sensor-2
2,6.9685871667,Sensor-2
3,7.0711263333,Sensor-2
4,7.0918781667,Sensor-2
5,6.8436686667,Sensor-2
6,7.0808920000,Sensor-2
7,6.8261716667,Sensor-2
8,6.9828286667,Sensor-2
9,6.9755045000,Sensor-2
10,7.3209635000,Sensor-2
11,7.0532226667,Sensor-2
12,7.1561685000,Sensor-2
13,7.3026530000,Sensor-2
14,6.9783528333,Sensor-2
15,6.8806966667,Sensor-2
16,7.3763020000,Sensor-2
17,7.0149740000,Sensor-2
18,7.2859701667,Sensor-2
19,7.0682778333,Sensor-2
20,7.0556641667,Sensor-2
21,7.1171061667,Sensor-2
22,6.9514973333,Sensor-2
23,7.3583985000,Sensor-2
24,7.3318917143,Sensor-2
1,5.7946778333,Sensor-3
2,5.9806313333,Sensor-3
3,5.8829751667,Sensor-3
4,5.6759208571,Sensor-3
5,6.2992350000,Sensor-3
6,5.8194988333,Sensor-3
7,5.5480956667,Sensor-3
8,5.9073895000,Sensor-3
9,5.8496093333,Sensor-3
10,6.2613933333,Sensor-3
11,5.7840983333,Sensor-3
12,6.2076821667,Sensor-3
13,5.6222100000,Sensor-3
14,5.8256023333,Sensor-3
15,6.2223308333,Sensor-3
16,6.1539713333,Sensor-3
17,5.7759601667,Sensor-3
18,6.2332590000,Sensor-3
19,5.7310267143,Sensor-3
20,5.8471680000,Sensor-3
21,6.0652670000,Sensor-3
22,5.6034343333,Sensor-3
23,5.8919268333,Sensor-3
24,5.9416851429,Sensor-3
1,6.0909018333,Sensor-4
2,6.4481608333,Sensor-4
3,6.3110351667,Sensor-4
4,6.3118490000,Sensor-4
5,6.2972006667,Sensor-4
6,6.2919106667,Sensor-4
7,6.4628091667,Sensor-4
8,6.1966960000,Sensor-4
9,6.2060546667,Sensor-4
10,6.0957845000,Sensor-4
11,6.3513185000,Sensor-4
12,6.4074706667,Sensor-4
13,6.4668785000,Sensor-4
14,6.6861976667,Sensor-4
15,6.3321940000,Sensor-4
16,6.2984213333,Sensor-4
17,6.6288250000,Sensor-4
18,6.6800943333,Sensor-4
19,6.3700356667,Sensor-4
20,6.4034018333,Sensor-4
21,6.6744560000,Sensor-4
22,6.7061360000,Sensor-4
23,6.6507976667,Sensor-4
24,6.4131671667,Sensor-4
1,6.1763510000,Sensor-5
2,6.2589516667,Sensor-5
3,6.1332195000,Sensor-5
4,6.1100260000,Sensor-5
5,6.1853030000,Sensor-5
6,5.9822591667,Sensor-5
7,6.1271160000,Sensor-5
8,6.2849933333,Sensor-5
9,6.0375975000,Sensor-5
10,6.3045245000,Sensor-5
11,6.2906898333,Sensor-5
12,6.2923176667,Sensor-5
13,6.2894695000,Sensor-5
14,6.1328125000,Sensor-5
15,6.2447103333,Sensor-5
16,6.1079915000,Sensor-5
17,6.1352538333,Sensor-5
18,6.0925295000,Sensor-5
19,6.1022948333,Sensor-5
20,6.1539716667,Sensor-5
21,6.1446126667,Sensor-5
22,6.0860186667,Sensor-5
23,6.0872398333,Sensor-5
24,6.1201985000,Sensor-5
1,4.279845808187541,Sensor-6
2,5.1833521263950555,Sensor-6
3,4.175621688844432,Sensor-6
4,4.721784350341859,Sensor-6
5,5.1714235330127565,Sensor-6
6,4.440043631588802,Sensor-6
7,4.62408918666579,Sensor-6
8,5.222377307846116,Sensor-6
9,4.2204851536637715,Sensor-6
10,4.453179035545881,Sensor-6
11,4.685267518516716,Sensor-6
12,4.61972737559273,Sensor-6
13,5.115805270825053,Sensor-6
14,4.6722198770790415,Sensor-6
15,4.906307393289913,Sensor-6
16,4.701711192076044,Sensor-6
17,4.767320393265152,Sensor-6
18,4.635967466352208,Sensor-6
19,4.684115727300645,Sensor-6
