hour,pressure_avg,sensor
1,4.7578938333,Sensor-1
2,4.7680665000,Sensor-1
3,4.4917806667,Sensor-1
4,4.8311360000,Sensor-1
5,4.5324706667,Sensor-1
6,4.5992025000,Sensor-1
7,4.5324708333,Sensor-1
8,4.6378581667,Sensor-1
9,4.1613770000,Sensor-1
10,4.5609538333,Sensor-1
11,4.2736815000,Sensor-1
12,4.5833333333,Sensor-1
13,4.2350260000,Sensor-1
14,4.6016438333,Sensor-1
15,4.3371581667,Sensor-1
16,4.8697920000,Sensor-1
17,4.3945313333,Sensor-1
18,4.8376465000,Sensor-1
19,4.5581054000,Sensor-1
20,4.7741700000,Sensor-1
21,4.3339031667,Sensor-1
22,4.3054200000,Sensor-1
23,4.5743815000,Sensor-1
24,4.5043945000,Sensor-1
1,5.8748371667,Sensor-2
2,6.0978190000,Sensor-2
3,5.9305828333,Sensor-2
4,6.1311848333,Sensor-2
5,5.7438151667,Sensor-2
6,6.2463378333,Sensor-2
7,6.1299640000,Sensor-2
8,5.7397463333,Sensor-2
9,6.3431803333,Sensor-2
10,6.0896808333,Sensor-2
11,5.8553061667,Sensor-2
12,6.0953775000,Sensor-2
13,6.0729980000,Sensor-2
14,6.0595702000,Sensor-2
15,5.7885743333,Sensor-2
16,6.0481771667,Sensor-2
17,6.0823570000,Sensor-2
18,5.9777831667,Sensor-2
19,6.0607910000,Sensor-2
20,6.0628256667,Sensor-2
21,6.3130698333,Sensor-2
22,6.2451170000,Sensor-2
23,6.2752280000,Sensor-2
24,6.2829590000,Sensor-2
1,4.2864120000,Sensor-3
2,4.1984046667,Sensor-3
3,4.0917970000,Sensor-3
4,3.8187663333,Sensor-3
5,4.1833496667,Sensor-3
6,4.1849771667,Sensor-3
7,3.9318850000,Sensor-3
8,4.2810058333,Sensor-3
9,4.0608725000,Sensor-3
10,4.3078613333,Sensor-3
11,4.4384766667,Sensor-3
12,4.6244303333,Sensor-3
13,4.1581218333,Sensor-3
14,4.3855795000,Sensor-3
15,4.1955566667,Sensor-3
16,4.3933105000,Sensor-3
17,4.4547526667,Sensor-3
18,3.8071985714,Sensor-3
19,4.2472331667,Sensor-3
20,4.4812011667,Sensor-3
21,4.4641111667,Sensor-3
22,3.7202963333,Sensor-3
23,4.1711426667,Sensor-3
24,4.2342121667,Sensor-3
1,5.3535970000,Sensor-4
2,5.6579588333,Sensor-4
3,5.4036458333,Sensor-4
4,5.2388508333,Sensor-4
5,5.3100585000,Sensor-4
6,5.3373210000,Sensor-4
7,5.1094563333,Sensor-4
8,5.2860513333,Sensor-4
9,5.2148438333,Sensor-4
10,5.3308105000,Sensor-4
11,5.1916503333,Sensor-4
12,5.2832031667,Sensor-4
13,5.2201331667,Sensor-4
14,5.4093426667,Sensor-4
15,5.2787273333,Sensor-4
16,5.0760903333,Sensor-4
17,5.5537923333,Sensor-4
18,5.5480958333,Sensor-4
19,5.0101726667,Sensor-4
20,4.9544271667,Sensor-4
21,5.5777996667,Sensor-4
22,5.5830891667,Sensor-4
23,5.5236816667,Sensor-4
24,4.9886065000,Sensor-4
1,5.2783203333,Sensor-5
2,5.4260255000,Sensor-5
3,5.1680503333,Sensor-5
4,5.1505533333,Sensor-5
5,5.2510578333,Sensor-5
6,5.0345868333,Sensor-5
7,5.1871743333,Sensor-5
8,5.4715985000,Sensor-5
9,5.0606281667,Sensor-5
10,5.4516603333,Sensor-5
11,5.3845215000,Sensor-5
12,5.4772948333,Sensor-5
13,5.4667155000,Sensor-5
14,5.1652018333,Sensor-5
15,5.2917481667,Sensor-5
16,5.1696776667,Sensor-5
17,5.2140300000,Sensor-5
18,5.1171875000,Sensor-5
19,5.2136231667,Sensor-5
20,5.4020181667,Sensor-5
21,5.1770020000,Sensor-5
22,5.1477051667,Sensor-5
23,5.2583821667,Sensor-5
24,5.1025391667,Sensor-5
1,4.089184457460607,Sensor-6
2,4.5753902959140795,Sensor-6
3,4.1209993843966295,Sensor-6
4,4.000977885768501,Sensor-6
5,4.552280769719522,Sensor-6
6,4.294359487670761,Sensor-6
7,4.393841021778514,Sensor-6
8,4.609025998733949,Sensor-6
9,4.254831657139536,Sensor-6
10,4.190587199575676,Sensor-6
11,4.139797163087416,Sensor-6
12,4.31718769983071,Sensor-6
13,4.577580429457523,Sensor-6
14,4.3722516940991625,Sensor-6
15,4.274216402647491,Sensor-6
16,4.426311882333432,Sensor-6
17,4.362706677555939,Sensor-6
18,3.963789613844529,Sensor-6
19,4.363726686009962,Sensor-6
20,4.051324519120582,Sensor-6
21,4.330985440715671,Sensor-6
22,4.608343676171942,Sensor-6
23,4.361204857974646,Sensor-6
