hour,pressure_avg,sensor
1,4.3709311667,Sensor-1
2,5.6294758333,Sensor-1
3,4.5996093333,Sensor-1
4,5.0996908333,Sensor-1
5,5.7185871667,Sensor-1
6,4.9060058333,Sensor-1
7,4.5743815000,Sensor-1
8,5.0032551667,Sensor-1
9,5.0231933333,Sensor-1
10,5.7088218333,Sensor-1
11,5.0695800000,Sensor-1
12,4.3155925000,Sensor-1
13,5.2026368333,Sensor-1
14,4.8250325000,Sensor-1
15,4.8901366000,Sensor-1
16,4.4962563333,Sensor-1
17,5.6652831667,Sensor-1
18,4.8311360000,Sensor-1
19,4.9747721667,Sensor-1
20,5.5765786667,Sensor-1
21,4.9629720000,Sensor-1
22,4.7965493333,Sensor-1
23,5.5049641667,Sensor-1
24,5.2612303333,Sensor-1
1,6.6312665000,Sensor-2
2,5.8891600000,Sensor-2
3,6.1079916667,Sensor-2
4,6.3419595000,Sensor-2
5,6.2272135000,Sensor-2
6,6.4062501667,Sensor-2
7,6.1275228333,Sensor-2
8,6.2813313333,Sensor-2
9,5.9598793333,Sensor-2
10,6.4705403333,Sensor-2
11,6.3639323333,Sensor-2
12,6.5498863333,Sensor-2
13,6.8257650000,Sensor-2
14,6.4066571667,Sensor-2
15,6.9852703333,Sensor-2
16,6.4729816667,Sensor-2
17,6.8766276667,Sensor-2
18,6.3411458333,Sensor-2
19,6.8155923333,Sensor-2
20,6.0327150000,Sensor-2
21,6.9689940000,Sensor-2
22,6.3985190000,Sensor-2
23,6.3562010000,Sensor-2
24,6.9303385000,Sensor-2
1,4.2179360000,Sensor-3
2,4.1455078333,Sensor-3
3,5.4964193333,Sensor-3
4,4.0351564000,Sensor-3
5,4.7607423333,Sensor-3
6,5.4007975000,Sensor-3
7,4.3025716667,Sensor-3
8,4.5865886667,Sensor-3
9,4.6842448333,Sensor-3
10,4.4352213333,Sensor-3
11,4.5385741667,Sensor-3
12,4.5560710000,Sensor-3
13,5.2547201667,Sensor-3
14,4.3363445000,Sensor-3
15,4.7253418333,Sensor-3
16,5.5159505000,Sensor-3
17,5.2897138333,Sensor-3
18,4.6769206667,Sensor-3
19,4.6248371667,Sensor-3
20,4.5849608333,Sensor-3
21,5.4349773333,Sensor-3
22,4.6923828333,Sensor-3
23,5.0614421667,Sensor-3
24,4.8258463333,Sensor-3
1,5.8772785000,Sensor-4
2,5.5716960000,Sensor-4
3,5.7873535000,Sensor-4
