hour,pressure_avg,sensor
1,3.5123696667,Sensor-1
2,3.2800293333,Sensor-1
3,2.7054267143,Sensor-1
4,3.4490097143,Sensor-1
5,2.5130208333,Sensor-1
6,2.8065710000,Sensor-1
7,3.4033203333,Sensor-1
8,2.7775065000,Sensor-1
9,3.4106445000,Sensor-1
10,2.6517740000,Sensor-1
11,3.2263183333,Sensor-1
12,2.6556397500,Sensor-1
13,2.9528807500,Sensor-1
14,2.6153565000,Sensor-1
15,2.7848308333,Sensor-1
16,2.7486165000,Sensor-1
17,2.5596401429,Sensor-1
18,3.2202148333,Sensor-1
19,2.6886860000,Sensor-1
20,3.1347657500,Sensor-1
21,2.4332681667,Sensor-1
22,2.4403598571,Sensor-1
23,3.0200196667,Sensor-1
24,2.4983721667,Sensor-1
1,5.7702636667,Sensor-2
2,5.9826660000,Sensor-2
3,5.7666016667,Sensor-2
4,5.8972170000,Sensor-2
5,6.3159178333,Sensor-2
6,6.1958820000,Sensor-2
7,5.8585611667,Sensor-2
8,5.9720865000,Sensor-2
9,6.0331218333,Sensor-2
10,5.7983396667,Sensor-2
11,5.9773763333,Sensor-2
12,6.1588540000,Sensor-2
13,5.7486981667,Sensor-2
14,5.8422850000,Sensor-2
15,6.1425783333,Sensor-2
16,6.2597655000,Sensor-2
17,5.8394366667,Sensor-2
18,5.7047526667,Sensor-2
19,5.8341471667,Sensor-2
20,5.8512371667,Sensor-2
21,6.2357585000,Sensor-2
22,6.3997396667,Sensor-2
23,6.2381998333,Sensor-2
24,6.3456218333,Sensor-2
1,4.2362465000,Sensor-3
2,4.2749023333,Sensor-3
3,4.1715495000,Sensor-3
4,4.4722495000,Sensor-3
5,4.2671710000,Sensor-3
6,4.6879068333,Sensor-3
7,4.3839518333,Sensor-3
8,4.2427571667,Sensor-3
9,4.1988116667,Sensor-3
10,4.2606610000,Sensor-3
11,4.7660318333,Sensor-3
12,4.4620770000,Sensor-3
13,4.2032876667,Sensor-3
14,4.4132486667,Sensor-3
15,4.3798830000,Sensor-3
16,4.6826171667,Sensor-3
17,4.9186200000,Sensor-3
18,4.8649090000,Sensor-3
19,4.3945313333,Sensor-3
20,4.8921713333,Sensor-3
21,4.7631838333,Sensor-3
22,4.6480305000,Sensor-3
23,4.8038736667,Sensor-3
24,4.3037923333,Sensor-3
1,5.0317381429,Sensor-4
2,5.2030436667,Sensor-4
3,5.1269531667,Sensor-4
4,4.9300131667,Sensor-4
5,4.9617513333,Sensor-4
6,5.0109863333,Sensor-4
7,4.9214681667,Sensor-4
8,4.9389648333,Sensor-4
9,4.8750813333,Sensor-4
10,4.8754883333,Sensor-4
11,4.8457846667,Sensor-4
12,4.9532063333,Sensor-4
13,5.4101563333,Sensor-4
14,5.3613283333,Sensor-4
15,4.9312338333,Sensor-4
16,5.0655111667,Sensor-4
17,5.5900065000,Sensor-4
18,5.3934733333,Sensor-4
19,5.5151366667,Sensor-4
20,5.1167805000,Sensor-4
21,5.4020181667,Sensor-4
22,5.5464681667,Sensor-4
23,5.4370120000,Sensor-4
24,5.2780151250,Sensor-4
1,5.5456541667,Sensor-5
2,5.7657876667,Sensor-5
3,5.3601075000,Sensor-5
4,5.4353840000,Sensor-5
5,5.7352700000,Sensor-5
6,5.3771973333,Sensor-5
7,5.4736330000,Sensor-5
8,5.7230633333,Sensor-5
9,5.4138185000,Sensor-5
10,5.6705730000,Sensor-5
11,5.6701661667,Sensor-5
12,5.7666015000,Sensor-5
13,5.7307940000,Sensor-5
14,5.5220541667,Sensor-5
15,5.4951986667,Sensor-5
16,5.3975421667,Sensor-5
17,5.4724121667,Sensor-5
18,5.7503255000,Sensor-5
19,5.3747560000,Sensor-5
20,5.6542968333,Sensor-5
21,5.6193035000,Sensor-5
22,5.5155436667,Sensor-5
23,5.4557290000,Sensor-5
24,5.4585775000,Sensor-5
1,2.215097591395015,Sensor-6
2,3.106534017896017,Sensor-6
3,2.193520900849679,Sensor-6
4,2.720458454610847,Sensor-6
5,2.980331744629636,Sensor-6
6,2.282798789361746,Sensor-6
7,2.45684272923922,Sensor-6
8,3.054855644099702,Sensor-6
9,2.264846656466352,Sensor-6
10,2.335208740288814,Sensor-6
11,2.599615828150146,Sensor-6
12,2.5077656095228185,Sensor-6
13,3.352059328172496,Sensor-6
14,2.6069581749565507,Sensor-6
15,3.241779376097976,Sensor-6
16,2.594633521346918,Sensor-6
17,2.4792953704138267,Sensor-6
18,3.255019930595735,Sensor-6
19,2.4224895031616707,Sensor-6
20,3.028325959632333,Sensor-6
21,2.4706278905994243,Sensor-6
22,3.2672773469322616,Sensor-6
23,2.839759581937998,Sensor-6
24,2.6491601698192717,Sensor-6
25,2.541259191645341,Sensor-6
1,4.6370445000,Sensor-7
2,4.6514891250,Sensor-7
3,4.6907551667,Sensor-7
4,4.6297201667,Sensor-7
5,4.5625815000,Sensor-7
6,4.6915690000,Sensor-7
7,4.6948241667,Sensor-7
8,4.5686848333,Sensor-7
9,4.6606443333,Sensor-7
10,4.6622721667,Sensor-7
11,4.6595982857,Sensor-7
12,4.6211750000,Sensor-7
13,4.6695963333,Sensor-7
14,4.6529136667,Sensor-7
15,4.5544435000,Sensor-7
16,4.6370443333,Sensor-7
17,4.5263673333,Sensor-7
18,4.6626790000,Sensor-7
19,4.6134440000,Sensor-7
20,4.5389811667,Sensor-7
21,4.6293131667,Sensor-7
22,4.6472168333,Sensor-7
23,4.5951336667,Sensor-7
24,4.6358236667,Sensor-7
1,5.4911293333,Sensor-8
2,5.4463706667,Sensor-8
3,5.4418945000,Sensor-8
4,5.4581705000,Sensor-8
5,5.5159505000,Sensor-8
6,5.4858400000,Sensor-8
7,5.4890950000,Sensor-8
8,5.2180988333,Sensor-8
9,5.2905273333,Sensor-8
10,5.2929686667,Sensor-8
11,5.2486168333,Sensor-8
12,5.2441406667,Sensor-8
13,5.2807615000,Sensor-8
14,5.3971355000,Sensor-8
15,5.2575683333,Sensor-8
16,5.2689616667,Sensor-8
17,5.2193196667,Sensor-8
18,5.2974446667,Sensor-8
19,5.2071125000,Sensor-8
20,5.2050780000,Sensor-8
21,5.2457685000,Sensor-8
22,5.2335611667,Sensor-8
23,5.3446450000,Sensor-8
24,5.4496255000,Sensor-8
