hour,pressure_avg,sensor
0,4.0559896667,Sensor-1
1,4.0523857143,Sensor-1
2,3.9850727143,Sensor-1
3,4.0809848571,Sensor-1
4,4.1512046667,Sensor-1
5,4.1178385000,Sensor-1
6,3.7817382857,Sensor-1
7,3.3945312000,Sensor-1
8,3.2625324444,Sensor-1
9,3.0334473333,Sensor-1
10,3.0947266000,Sensor-1
11,3.1832886250,Sensor-1
12,3.3878581667,Sensor-1
13,3.5369318182,Sensor-1
14,3.7512207500,Sensor-1
15,3.7768550000,Sensor-1
20,2.4658205000,Sensor-1
21,2.5695800000,Sensor-1
22,2.8039553333,Sensor-1
23,3.0114745000,Sensor-1
0,6.7553713333,Sensor-2
1,6.6630045000,Sensor-2
2,6.6800943333,Sensor-2
3,6.7647300000,Sensor-2
4,6.7631023333,Sensor-2
5,6.6776531667,Sensor-2
6,6.5161131667,Sensor-2
7,6.1462403333,Sensor-2
8,5.9688313333,Sensor-2
9,5.8386230000,Sensor-2
10,5.9545898333,Sensor-2
11,6.0111488333,Sensor-2
12,6.2845866667,Sensor-2
13,6.2243651667,Sensor-2
14,6.3867188333,Sensor-2
15,6.3541666667,Sensor-2
16,6.1352538333,Sensor-2
17,5.8809406667,Sensor-2
18,5.4378255000,Sensor-2
19,5.3674315000,Sensor-2
20,5.4166668333,Sensor-2
21,5.5399578333,Sensor-2
22,5.7076006667,Sensor-2
23,6.0188803333,Sensor-2
0,5.3959146667,Sensor-3
1,5.2925618333,Sensor-3
2,5.3251138333,Sensor-3
3,5.3849283333,Sensor-3
4,5.4231771667,Sensor-3
5,5.2852376667,Sensor-3
6,5.0801596667,Sensor-3
7,4.7342935000,Sensor-3
8,4.5300293333,Sensor-3
9,4.3041990000,Sensor-3
10,4.3750000000,Sensor-3
11,4.5251463333,Sensor-3
12,4.7696940000,Sensor-3
13,4.7261556667,Sensor-3
14,4.8352053333,Sensor-3
15,4.7921318571,Sensor-3
16,4.6421595714,Sensor-3
17,4.3929035000,Sensor-3
18,3.9636230000,Sensor-3
19,3.8374836667,Sensor-3
20,3.8821847143,Sensor-3
21,4.0022788333,Sensor-3
22,4.1711425000,Sensor-3
23,4.4523110000,Sensor-3
0,5.9867350000,Sensor-4
1,5.9236653333,Sensor-4
2,5.9493001667,Sensor-4
3,5.9997560000,Sensor-4
4,6.0294595000,Sensor-4
5,5.8902995000,Sensor-4
6,5.6941731667,Sensor-4
7,5.3629556667,Sensor-4
8,5.2518716667,Sensor-4
9,4.9776203333,Sensor-4
10,5.1102700000,Sensor-4
11,5.2156575000,Sensor-4
12,5.4589843333,Sensor-4
13,5.4927570000,Sensor-4
14,5.5948891667,Sensor-4
15,5.5615233333,Sensor-4
16,5.3470865000,Sensor-4
17,5.0697544286,Sensor-4
18,4.6712240000,Sensor-4
19,4.4889321667,Sensor-4
20,4.6138510000,Sensor-4
21,4.7387696667,Sensor-4
22,4.9711100000,Sensor-4
23,5.2160643333,Sensor-4
0,6.0611978333,Sensor-5
1,6.0164390000,Sensor-5
2,6.0388183333,Sensor-5
3,6.0660810000,Sensor-5
4,6.0758465000,Sensor-5
5,5.9765625000,Sensor-5
6,5.8512368333,Sensor-5
7,5.6518555000,Sensor-5
8,5.5411785000,Sensor-5
9,5.4459636667,Sensor-5
10,5.4679363333,Sensor-5
11,5.5696616667,Sensor-5
12,5.6844075000,Sensor-5
13,5.7515463333,Sensor-5
14,5.7755535000,Sensor-5
15,5.7401531667,Sensor-5
16,5.6534831667,Sensor-5
17,5.4252115000,Sensor-5
18,5.0004070000,Sensor-5
19,4.9340820000,Sensor-5
20,4.9617513333,Sensor-5
21,5.0594076667,Sensor-5
22,5.3942870000,Sensor-5
23,5.5765788333,Sensor-5
0,3.915470382366449,Sensor-6
1,3.869915128762709,Sensor-6
2,3.8170490897240987,Sensor-6
3,3.9242983111758147,Sensor-6
4,3.992196207701948,Sensor-6
5,3.9321176781076983,Sensor-6
6,3.6017700583344787,Sensor-6
7,3.1868261830450395,Sensor-6
