hour,pressure_avg,sensor
0,5.2701821667,Sensor-1
1,5.1460776667,Sensor-1
2,5.2514650000,Sensor-1
3,5.2615791429,Sensor-1
4,5.2909341667,Sensor-1
5,5.2323406667,Sensor-1
6,4.9279783333,Sensor-1
7,4.7086590000,Sensor-1
8,4.8771158333,Sensor-1
9,4.9523925000,Sensor-1
10,4.9991861667,Sensor-1
11,4.9735515000,Sensor-1
12,5.0418091250,Sensor-1
13,5.1973470000,Sensor-1
14,5.3601073750,Sensor-1
15,5.3631592500,Sensor-1
16,5.1049805000,Sensor-1
17,5.0073242857,Sensor-1
18,4.6228026667,Sensor-1
19,4.5222981667,Sensor-1
20,4.6150715000,Sensor-1
21,4.7935267143,Sensor-1
22,5.1456705000,Sensor-1
23,5.3212890000,Sensor-1
0,7.3592123333,Sensor-2
1,7.2859700000,Sensor-2
2,7.3331705000,Sensor-2
3,7.3535156667,Sensor-2
4,7.3274738333,Sensor-2
5,7.2945150000,Sensor-2
6,7.1284995000,Sensor-2
7,7.0320638333,Sensor-2
8,7.1598305000,Sensor-2
9,7.1830241667,Sensor-2
10,7.2639975000,Sensor-2
11,7.2054035000,Sensor-2
12,7.1960446667,Sensor-2
13,7.2285970000,Sensor-2
14,7.3299153333,Sensor-2
15,7.3649088333,Sensor-2
16,7.2375488333,Sensor-2
17,7.1573895000,Sensor-2
18,7.0479330000,Sensor-2
19,6.9783528333,Sensor-2
20,7.0129393333,Sensor-2
21,7.1366373333,Sensor-2
22,7.2204590000,Sensor-2
23,7.3392740000,Sensor-2
0,6.2089031667,Sensor-3
1,6.2141928333,Sensor-3
2,6.2902833333,Sensor-3
3,6.2978516000,Sensor-3
4,6.3098145000,Sensor-3
5,6.1848956667,Sensor-3
6,6.0257976667,Sensor-3
7,5.8744303333,Sensor-3
8,5.9513346667,Sensor-3
9,5.9940593333,Sensor-3
10,6.0419924000,Sensor-3
11,6.0721843333,Sensor-3
12,6.1258951667,Sensor-3
13,6.1328125000,Sensor-3
14,6.2825521667,Sensor-3
15,6.2487793333,Sensor-3
16,6.1759440000,Sensor-3
17,5.9785968333,Sensor-3
18,5.9004720000,Sensor-3
19,5.8931478333,Sensor-3
20,5.8911135000,Sensor-3
21,6.0774740000,Sensor-3
22,6.2178550000,Sensor-3
23,6.3460286667,Sensor-3
0,6.7102053333,Sensor-4
1,6.6666666667,Sensor-4
2,6.7045900000,Sensor-4
3,6.7431640000,Sensor-4
4,6.7187500000,Sensor-4
5,6.6088866667,Sensor-4
6,6.4481606667,Sensor-4
7,6.4103188333,Sensor-4
8,6.4774576667,Sensor-4
9,6.5081786250,Sensor-4
10,6.5645346667,Sensor-4
11,6.5189615000,Sensor-4
12,6.6129556667,Sensor-4
13,6.7342123333,Sensor-4
14,6.7704263333,Sensor-4
15,6.7089843333,Sensor-4
16,6.5563965000,Sensor-4
17,6.4546711667,Sensor-4
18,6.3305664000,Sensor-4
19,6.2980145000,Sensor-4
20,6.3216146667,Sensor-4
21,6.4701336667,Sensor-4
22,6.7016601667,Sensor-4
23,6.7716471667,Sensor-4
0,6.3342285000,Sensor-5
1,6.3167318333,Sensor-5
2,6.3525390000,Sensor-5
3,6.3374836667,Sensor-5
4,6.3236491667,Sensor-5
5,6.2902831667,Sensor-5
6,6.1104328333,Sensor-5
7,6.1629231667,Sensor-5
8,6.2198893333,Sensor-5
9,6.2504070000,Sensor-5
10,6.2019858333,Sensor-5
11,6.2784831667,Sensor-5
12,6.3395183333,Sensor-5
13,6.2483726667,Sensor-5
14,6.2935381667,Sensor-5
15,6.2768553333,Sensor-5
16,6.2817381667,Sensor-5
17,6.1926268333,Sensor-5
18,6.1385091667,Sensor-5
19,6.2064616667,Sensor-5
20,6.1356608333,Sensor-5
21,6.2097166667,Sensor-5
22,6.3362630000,Sensor-5
23,6.3199868333,Sensor-5
0,5.080799934811904,Sensor-6
1,5.024838034476489,Sensor-6
2,5.121792073043149,Sensor-6
3,5.102447900950682,Sensor-6
4,5.125323893856514,Sensor-6
5,5.02709328533274,Sensor-6
6,4.749341099187157,Sensor-6
7,4.566427567476589,Sensor-6
8,4.721222925732584,Sensor-6
9,4.7567411027958615,Sensor-6
10,4.841701876340439,Sensor-6
11,4.839241733853139,Sensor-6
12,4.946874789266159,Sensor-6
13,5.119598727425462,Sensor-6
14,5.15959073897902,Sensor-6
15,5.184143286550699,Sensor-6
16,4.9410461139567845,Sensor-6
17,4.755606422925194,Sensor-6
18,4.46036131506159,Sensor-6
19,4.370736477305471,Sensor-6
20,4.419311725377234,Sensor-6
21,4.672285861977284,Sensor-6
22,5.00377502669116,Sensor-6
23,5.164651995870106,Sensor-6
0,5.2282715000,Sensor-7
1,5.1334635000,Sensor-7
2,5.2529296000,Sensor-7
3,5.2473958333,Sensor-7
4,5.2522788333,Sensor-7
5,5.1517741667,Sensor-7
6,4.8930664000,Sensor-7
7,4.6891276667,Sensor-7
8,4.8470053333,Sensor-7
9,4.8254395000,Sensor-7
10,4.8807778333,Sensor-7
11,4.9609375000,Sensor-7
12,5.0585938333,Sensor-7
13,5.2945965000,Sensor-7
14,5.2966310000,Sensor-7
15,5.3564455000,Sensor-7
16,4.9934895000,Sensor-7
17,4.8726401667,Sensor-7
18,4.5133463333,Sensor-7
19,4.4519045000,Sensor-7
20,4.4828288333,Sensor-7
21,4.8563640000,Sensor-7
22,5.1053875000,Sensor-7
23,5.2412925000,Sensor-7
0,5.9163413333,Sensor-8
1,5.8622231667,Sensor-8
2,5.8901368000,Sensor-8
3,5.9212240000,Sensor-8
4,5.8907065000,Sensor-8
5,5.8353680000,Sensor-8
6,5.7230630000,Sensor-8
7,5.7979328333,Sensor-8
8,5.8699545000,Sensor-8
9,5.8471680000,Sensor-8
10,5.8809406667,Sensor-8
11,5.7987466667,Sensor-8
12,5.8561198333,Sensor-8
13,5.8760580000,Sensor-8
14,5.8691405000,Sensor-8
15,5.8764648333,Sensor-8
16,5.8601890000,Sensor-8
17,5.7592771667,Sensor-8
18,5.7226561667,Sensor-8
19,5.7743326667,Sensor-8
20,5.7714843333,Sensor-8
21,5.8190918333,Sensor-8
22,5.9008790000,Sensor-8
23,5.9175616667,Sensor-8
