hour,pressure_avg,sensor
1,5.3247068750,Sensor-1
2,5.3792318333,Sensor-1
3,5.3198241250,Sensor-1
4,5.3336591111,Sensor-1
5,5.3002930000,Sensor-1
6,5.0699871667,Sensor-1
7,4.8741318889,Sensor-1
8,4.7033690000,Sensor-1
10,5.1147460000,Sensor-1
11,5.0854490000,Sensor-1
14,5.3637697500,Sensor-1
15,5.1554361667,Sensor-1
16,5.1802571667,Sensor-1
17,5.0824651111,Sensor-1
18,4.9337332857,Sensor-1
19,4.9243164000,Sensor-1
20,4.9491375000,Sensor-1
21,4.9511720000,Sensor-1
22,4.9176900000,Sensor-1
23,4.9804688333,Sensor-1
0,6.9921875000,Sensor-2
1,7.0125326667,Sensor-2
2,7.0536296667,Sensor-2
3,7.0520018333,Sensor-2
4,6.9649250000,Sensor-2
5,7.0039878333,Sensor-2
6,6.8371583333,Sensor-2
7,6.6853841667,Sensor-2
8,6.6296386667,Sensor-2
9,6.7508953333,Sensor-2
10,6.8387856667,Sensor-2
11,6.7805990000,Sensor-2
12,6.8863933333,Sensor-2
13,6.9095865000,Sensor-2
14,6.9051106667,Sensor-2
15,6.8180340000,Sensor-2
16,6.8579100000,Sensor-2
17,6.7704265000,Sensor-2
18,6.7390950000,Sensor-2
19,6.7264810000,Sensor-2
20,6.7032876667,Sensor-2
21,6.7366538333,Sensor-2
22,6.7106121667,Sensor-2
23,6.7626951667,Sensor-2
0,5.5220541667,Sensor-3
1,5.5895998333,Sensor-3
2,5.5900065000,Sensor-3
3,5.5716960000,Sensor-3
4,5.4951986667,Sensor-3
5,5.5297853333,Sensor-3
6,5.3324381667,Sensor-3
7,5.0895181667,Sensor-3
8,5.0528973333,Sensor-3
9,5.1521810000,Sensor-3
10,5.2636720000,Sensor-3
11,5.2250161667,Sensor-3
12,5.3238933333,Sensor-3
13,5.3190103333,Sensor-3
14,5.2848308333,Sensor-3
15,5.2412923333,Sensor-3
16,5.2868653333,Sensor-3
17,5.2482095000,Sensor-3
18,5.2217610000,Sensor-3
19,5.1477050000,Sensor-3
20,5.1334636667,Sensor-3
21,5.1326496667,Sensor-3
22,5.1517740000,Sensor-3
23,5.1688638333,Sensor-3
0,6.3081870000,Sensor-4
1,6.3488770000,Sensor-4
2,6.3838706667,Sensor-4
3,6.3684083333,Sensor-4
4,6.2772626667,Sensor-4
5,6.3244628333,Sensor-4
6,6.0970053333,Sensor-4
7,5.8996581667,Sensor-4
8,5.8744305000,Sensor-4
9,5.9814455000,Sensor-4
10,6.0640463333,Sensor-4
11,6.0921225000,Sensor-4
12,6.1979166667,Sensor-4
13,6.2642415000,Sensor-4
14,6.2027995000,Sensor-4
15,6.1185711667,Sensor-4
16,6.1360676667,Sensor-4
17,6.0937500000,Sensor-4
18,6.0262043333,Sensor-4
19,5.9350585000,Sensor-4
20,5.9822593333,Sensor-4
21,5.9952800000,Sensor-4
22,6.0078938333,Sensor-4
23,6.0335286667,Sensor-4
0,6.0335286667,Sensor-5
1,6.0518391667,Sensor-5
2,6.0469565000,Sensor-5
3,6.0249838333,Sensor-5
4,5.9830730000,Sensor-5
5,6.0310871667,Sensor-5
6,5.8760580000,Sensor-5
7,5.8133953333,Sensor-5
8,5.8516440000,Sensor-5
9,5.8907065000,Sensor-5
10,5.9631348333,Sensor-5
11,5.9151205000,Sensor-5
12,5.9122721667,Sensor-5
13,5.8984375000,Sensor-5
14,6.0201008333,Sensor-5
15,5.8390296667,Sensor-5
16,5.9867353333,Sensor-5
17,5.9403483333,Sensor-5
18,5.8028158333,Sensor-5
19,5.7840983333,Sensor-5
20,5.8634441667,Sensor-5
21,5.8862303333,Sensor-5
22,5.8398438333,Sensor-5
23,5.8622233333,Sensor-5
0,5.175257176040131,Sensor-6
1,5.202780581462685,Sensor-6
2,5.228508505163436,Sensor-6
3,5.203153655642596,Sensor-6
4,5.134366082926046,Sensor-6
5,5.177061892697731,Sensor-6
6,4.934510038547536,Sensor-6
7,4.703381821542995,Sensor-6
8,4.653387507862575,Sensor-6
9,4.833709472480395,Sensor-6
10,4.9156227898245755,Sensor-6
11,4.944245933371014,Sensor-6
12,5.068358969414355,Sensor-6
13,5.124023420273952,Sensor-6
14,5.214284631053727,Sensor-6
15,5.00543476026807,Sensor-6
16,5.028161291951909,Sensor-6
17,4.920514359300826,Sensor-6
18,4.8351783359305385,Sensor-6
19,4.813476028894699,Sensor-6
20,4.789059177791999,Sensor-6
21,4.800000255975481,Sensor-6
22,4.775055272153809,Sensor-6
23,4.832176130216138,Sensor-6
0,5.1822918333,Sensor-7
1,5.2001953333,Sensor-7
2,5.2209470000,Sensor-7
3,5.2172850000,Sensor-7
4,5.1639811667,Sensor-7
5,5.1814780000,Sensor-7
6,4.8490396667,Sensor-7
7,4.6744791667,Sensor-7
8,4.5955405000,Sensor-7
9,4.8441570000,Sensor-7
10,4.9137371667,Sensor-7
11,4.9336751667,Sensor-7
12,5.0630696667,Sensor-7
13,5.2156575000,Sensor-7
14,5.2848306667,Sensor-7
15,5.0333658333,Sensor-7
16,5.0846353333,Sensor-7
17,4.9088543333,Sensor-7
18,4.8531086667,Sensor-7
19,4.7949218333,Sensor-7
20,4.7692870000,Sensor-7
21,4.8303223333,Sensor-7
22,4.7880043333,Sensor-7
23,4.8116048333,Sensor-7
0,5.6872560000,Sensor-8
1,5.7100425000,Sensor-8
2,5.7316081667,Sensor-8
3,5.7059733333,Sensor-8
4,5.6555176667,Sensor-8
5,5.6675501429,Sensor-8
6,5.5643137143,Sensor-8
7,5.5139158333,Sensor-8
8,5.5688477143,Sensor-8
9,5.5964005714,Sensor-8
10,5.6117464286,Sensor-8
11,5.5970981429,Sensor-8
12,5.5330403333,Sensor-8
13,5.6323241429,Sensor-8
14,5.6111655000,Sensor-8
15,5.5533853333,Sensor-8
16,5.6403460000,Sensor-8
17,5.6306966667,Sensor-8
18,5.5428061667,Sensor-8
19,5.4917688571,Sensor-8
20,5.5380248750,Sensor-8
21,5.5423410000,Sensor-8
22,5.5525715000,Sensor-8
23,5.5977375000,Sensor-8
