hour,pressure_avg,sensor
0,4.7493490000,Sensor-1
1,4.6903481667,Sensor-1
2,4.7310383333,Sensor-1
3,4.6838380000,Sensor-1
4,4.6659343333,Sensor-1
5,4.5520021667,Sensor-1
6,4.4677735000,Sensor-1
7,4.1898603333,Sensor-1
8,4.1068523333,Sensor-1
9,3.8899740000,Sensor-1
10,4.0856933333,Sensor-1
11,4.2309570000,Sensor-1
12,4.5955403333,Sensor-1
13,4.8315430000,Sensor-1
17,4.5751955000,Sensor-1
18,4.5308431667,Sensor-1
19,4.3595378333,Sensor-1
20,4.2773437500,Sensor-1
21,4.3045045000,Sensor-1
22,4.4828288333,Sensor-1
23,4.6223958333,Sensor-1
0,6.6105143333,Sensor-2
1,6.5096028333,Sensor-2
2,6.5873208333,Sensor-2
3,6.5816243333,Sensor-2
4,6.5608725000,Sensor-2
5,6.4306640000,Sensor-2
6,6.4005535000,Sensor-2
7,6.1881511667,Sensor-2
8,6.0705565000,Sensor-2
9,5.8699545000,Sensor-2
10,6.1039226667,Sensor-2
11,6.1979165000,Sensor-2
12,6.4827475000,Sensor-2
13,6.6105143333,Sensor-2
14,6.5690105000,Sensor-2
15,6.6011555000,Sensor-2
16,6.6918946667,Sensor-2
17,6.4558920000,Sensor-2
18,6.4038086667,Sensor-2
19,6.2687173333,Sensor-2
20,6.2247723333,Sensor-2
21,6.3167316667,Sensor-2
22,6.4660646667,Sensor-2
23,6.5388996667,Sensor-2
0,4.8697918333,Sensor-3
1,4.7798663333,Sensor-3
2,4.8091635000,Sensor-3
3,4.7245280000,Sensor-3
4,4.7639975000,Sensor-3
5,4.6944173333,Sensor-3
6,4.6529133333,Sensor-3
7,4.3798828333,Sensor-3
8,4.1560871667,Sensor-3
9,3.8887533333,Sensor-3
10,4.0979005000,Sensor-3
11,4.2744955000,Sensor-3
12,4.6765136667,Sensor-3
13,4.8018390000,Sensor-3
14,4.7574870000,Sensor-3
15,4.7326660000,Sensor-3
16,4.8095706667,Sensor-3
17,4.6293133333,Sensor-3
18,4.5756023333,Sensor-3
19,4.4665528333,Sensor-3
20,4.4087730000,Sensor-3
21,4.4738766667,Sensor-3
22,4.6472166667,Sensor-3
23,4.6850586667,Sensor-3
0,5.8561198333,Sensor-4
1,5.7849121667,Sensor-4
2,5.8251955000,Sensor-4
