hour,pressure_avg,sensor
0,4.8067802857,Sensor-1
1,4.8213706667,Sensor-1
2,4.7867838333,Sensor-1
3,4.7469076667,Sensor-1
4,4.788993,Sensor-1
5,4.748942,Sensor-1
6,4.4616701667,Sensor-1
7,4.0454101667,Sensor-1
8,4.1654458333,Sensor-1
9,4.0730793333,Sensor-1
10,4.0730793333,Sensor-1
11,4.0185547143,Sensor-1
12,4.0783691667,Sensor-1
13,4.2952473333,Sensor-1
14,4.3330891667,Sensor-1
15,4.329834,Sensor-1
16,4.2793783333,Sensor-1
17,4.1304523333,Sensor-1
18,3.9111328333,Sensor-1
19,3.8920085,Sensor-1
20,4.0946451667,Sensor-1
21,4.2515345714,Sensor-1
22,4.4535318333,Sensor-1
23,4.7184243333,Sensor-1
0,6.2622071667,Sensor-2
1,6.3134766667,Sensor-2
2,6.2772621667,Sensor-2
3,6.2341308333,Sensor-2
4,6.308594,Sensor-2
5,6.2674968333,Sensor-2
6,6.019287,Sensor-2
7,5.6494141667,Sensor-2
8,5.727946,Sensor-2
9,5.6274415,Sensor-2
10,5.6453451667,Sensor-2
11,5.596517,Sensor-2
12,5.7080078333,Sensor-2
13,5.8093261667,Sensor-2
14,5.8402506667,Sensor-2
15,5.8610025,Sensor-2
16,5.831706,Sensor-2
17,5.7478841667,Sensor-2
18,5.560303,Sensor-2
19,5.6259766,Sensor-2
20,5.7336426667,Sensor-2
21,5.8321126667,Sensor-2
22,5.9940591667,Sensor-2
23,6.2125651667,Sensor-2
0,4.4694011667,Sensor-3
1,4.4909668333,Sensor-3
2,4.4417316667,Sensor-3
3,4.424642,Sensor-3
4,4.4632976667,Sensor-3
5,4.3929036667,Sensor-3
6,4.1158041667,Sensor-3
7,3.6653646667,Sensor-3
8,3.7198895,Sensor-3
9,3.5677085,Sensor-3
10,3.5856121667,Sensor-3
11,3.5888671667,Sensor-3
12,3.6576335,Sensor-3
13,3.857422,Sensor-3
14,3.8989258333,Sensor-3
15,3.9070638333,Sensor-3
16,3.8480631667,Sensor-3
17,3.7235513333,Sensor-3
18,3.655599,Sensor-3
19,3.5965402857,Sensor-3
20,3.7972005,Sensor-3
21,3.9331055,Sensor-3
22,4.140218,Sensor-3
23,4.3929036667,Sensor-3
0,5.5668131667,Sensor-4
1,5.5725098333,Sensor-4
2,5.5712893333,Sensor-4
3,5.5029298333,Sensor-4
4,5.5747767143,Sensor-4
5,5.505371125,Sensor-4
6,5.197754,Sensor-4
7,4.892985,Sensor-4
8,4.925537,Sensor-4
9,4.8270671667,Sensor-4
10,4.8002116667,Sensor-4
11,4.7892253333,Sensor-4
12,4.8575848333,Sensor-4
13,5.0362143333,Sensor-4
14,5.0809735,Sensor-4
15,5.0321451667,Sensor-4
16,5.0101726667,Sensor-4
17,4.9532065,Sensor-4
18,4.7814941667,Sensor-4
19,4.8010253333,Sensor-4
20,4.9869791667,Sensor-4
21,5.0944008333,Sensor-4
22,5.316976,Sensor-4
23,5.5273438333,Sensor-4
0,5.4215493333,Sensor-5
1,5.4545085,Sensor-5
2,5.4349773333,Sensor-5
3,5.3975425,Sensor-5
4,5.431315,Sensor-5
5,5.3881835,Sensor-5
6,5.2486165,Sensor-5
7,5.0317385,Sensor-5
8,5.0834146667,Sensor-5
9,4.9731443333,Sensor-5
10,5.0691731667,Sensor-5
11,4.9275716667,Sensor-5
12,5.0203451667,Sensor-5
13,5.0899251667,Sensor-5
14,5.1375326667,Sensor-5
15,5.1066081667,Sensor-5
16,5.1106771667,Sensor-5
17,5.0366208333,Sensor-5
18,4.9719238333,Sensor-5
19,4.9645995,Sensor-5
20,5.0524903333,Sensor-5
21,5.0911458333,Sensor-5
22,5.1611328333,Sensor-5
23,5.3381346667,Sensor-5
0,4.573315501275452,Sensor-6
1,4.606633619309917,Sensor-6
2,4.575302152616749,Sensor-6
3,4.5269480796172985,Sensor-6
4,4.602050550105441,Sensor-6
5,4.535664011785017,Sensor-6
6,4.240166773740075,Sensor-6
7,3.802611935151298,Sensor-6
8,3.925624120417409,Sensor-6
9,3.831754832863434,Sensor-6
10,3.808075982377973,Sensor-6
11,3.768536199300386,Sensor-6
12,3.867646326038773,Sensor-6
13,4.091845624761599,Sensor-6
14,4.127057301902074,Sensor-6
15,4.100699256169342,Sensor-6
16,4.034875801561679,Sensor-6
17,3.90297569203289,Sensor-6
18,3.652434279833799,Sensor-6
19,3.642848201317851,Sensor-6
20,3.880327868744779,Sensor-6
21,4.033188981591317,Sensor-6
22,4.227756757849622,Sensor-6
23,4.496856809388324,Sensor-6
0,4.5939128333,Sensor-7
1,4.5825196667,Sensor-7
2,4.4909666667,Sensor-7
3,4.4486491667,Sensor-7
4,4.5247398333,Sensor-7
5,4.4962565,Sensor-7
6,4.1863142857,Sensor-7
7,4.5322964286,Sensor-7
8,4.5328776667,Sensor-7
9,4.5125326667,Sensor-7
10,4.5271811667,Sensor-7
11,4.4430105714,Sensor-7
12,4.5088703333,Sensor-7
13,4.6009655556,Sensor-7
14,4.581299,Sensor-7
15,4.532335,Sensor-7
16,4.5943777143,Sensor-7
17,4.522399875,Sensor-7
18,4.4580076667,Sensor-7
19,4.5217555556,Sensor-7
20,4.614563,Sensor-7
21,4.6232095,Sensor-7
22,4.6142578333,Sensor-7
23,4.5959471667,Sensor-7
0,5.2567545,Sensor-8
1,5.2518718333,Sensor-8
2,5.2893065,Sensor-8
3,5.242513,Sensor-8
4,5.275472,Sensor-8
5,5.2132161667,Sensor-8
6,5.107015,Sensor-8
7,4.9332683333,Sensor-8
8,4.9068198333,Sensor-8
9,4.890137,Sensor-8
10,4.925537,Sensor-8
11,4.9491375,Sensor-8
12,4.9654133333,Sensor-8
13,5.0162761667,Sensor-8
14,5.0341795,Sensor-8
15,5.0109861667,Sensor-8
16,5.01709,Sensor-8
17,4.97111,Sensor-8
18,4.8925781667,Sensor-8
19,4.9287923333,Sensor-8
20,4.9979655,Sensor-8
21,5.0406901667,Sensor-8
22,5.136312,Sensor-8
23,5.2518718333,Sensor-8
