hour,pressure_avg,sensor
0,6.3159178333,Sensor-1
1,6.4253741667,Sensor-1
2,6.3849748571,Sensor-1
3,6.3598632857,Sensor-1
4,6.381022,Sensor-1
5,6.3762557143,Sensor-1
6,6.3659668333,Sensor-1
7,6.3883463333,Sensor-1
8,6.4005533333,Sensor-1
9,6.2316895,Sensor-1
10,6.2316895,Sensor-1
11,6.185826,Sensor-1
12,6.2182618333,Sensor-1
13,6.3131275714,Sensor-1
14,6.1739677143,Sensor-1
15,6.209717,Sensor-1
16,6.2731935,Sensor-1
17,6.1751301667,Sensor-1
18,6.1767578333,Sensor-1
19,6.2182616667,Sensor-1
20,6.2558594,Sensor-1
21,6.2856444,Sensor-1
22,6.3455638571,Sensor-1
23,6.3667806667,Sensor-1
0,7.7128093333,Sensor-2
1,7.8320311667,Sensor-2
2,7.7998861667,Sensor-2
3,7.7307128333,Sensor-2
4,7.7807618333,Sensor-2
5,7.7762856667,Sensor-2
6,7.7555338333,Sensor-2
7,7.7355956667,Sensor-2
8,7.746582,Sensor-2
9,7.7364095,Sensor-2
10,7.6542155,Sensor-2
11,7.6411945,Sensor-2
12,7.668864,Sensor-2
13,7.7205405,Sensor-2
14,7.7042645,Sensor-2
15,7.6110841667,Sensor-2
16,7.6643881667,Sensor-2
17,7.7461751667,Sensor-2
18,7.6806638333,Sensor-2
19,7.6953125,Sensor-2
20,7.7408855,Sensor-2
21,7.735189,Sensor-2
22,7.8137208333,Sensor-2
23,7.7730306667,Sensor-2
0,6.84611,Sensor-3
1,6.9482423333,Sensor-3
2,6.903483,Sensor-3
3,6.8400065,Sensor-3
4,6.8745931667,Sensor-3
5,6.8485516667,Sensor-3
6,6.8558758333,Sensor-3
7,6.8916828333,Sensor-3
8,6.7220053333,Sensor-3
9,6.8078613333,Sensor-3
10,6.7989093333,Sensor-3
11,6.7057293333,Sensor-3
12,6.7923993333,Sensor-3
13,6.8522135,Sensor-3
14,6.8339028333,Sensor-3
15,6.7643228333,Sensor-3
16,6.8334958333,Sensor-3
17,6.7997235,Sensor-3
18,6.773275,Sensor-3
19,6.8428548333,Sensor-3
20,6.838379,Sensor-3
21,6.8599446667,Sensor-3
22,6.9071451667,Sensor-3
23,6.8741861667,Sensor-3
0,7.236735,Sensor-4
1,7.2294108333,Sensor-4
2,7.2696941667,Sensor-4
3,7.183838,Sensor-4
4,7.2351075,Sensor-4
5,7.236328,Sensor-4
6,7.1777343333,Sensor-4
7,7.1976726667,Sensor-4
8,7.1744791667,Sensor-4
9,7.1272788333,Sensor-4
10,7.101237,Sensor-4
11,7.0951336667,Sensor-4
12,7.0491536667,Sensor-4
13,7.1244303333,Sensor-4
14,7.0947266667,Sensor-4
