hour,pressure_avg,sensor
0,5.5472818333,Sensor-1
1,5.5240885,Sensor-1
2,5.546468,Sensor-1
3,5.5167643333,Sensor-1
4,5.6124444286,Sensor-1
5,5.5476888333,Sensor-1
6,5.3623745714,Sensor-1
7,5.1768274286,Sensor-1
8,5.2449545,Sensor-1
9,5.2905273333,Sensor-1
10,5.364258,Sensor-1
11,5.2999442857,Sensor-1
12,5.2303058333,Sensor-1
13,5.3881838333,Sensor-1
14,5.2681476667,Sensor-1
15,5.209147,Sensor-1
16,5.218099,Sensor-1
17,4.9594726,Sensor-1
18,4.8404946667,Sensor-1
19,4.8291016667,Sensor-1
20,4.9650065,Sensor-1
21,5.1159668333,Sensor-1
22,5.2783205,Sensor-1
23,5.4768881667,Sensor-1
0,7.4088541667,Sensor-2
1,7.3840331667,Sensor-2
2,7.3864746667,Sensor-2
3,7.3616538333,Sensor-2
4,7.4251301667,Sensor-2
5,7.4169921667,Sensor-2
6,7.277425,Sensor-2
7,7.2310383333,Sensor-2
8,7.1891276667,Sensor-2
9,7.2306313333,Sensor-2
10,7.3046875,Sensor-2
11,7.2432455,Sensor-2
12,7.2473145,Sensor-2
13,7.2330728333,Sensor-2
14,7.2790528333,Sensor-2
15,7.233073,Sensor-2
16,7.233073,Sensor-2
17,7.1081543333,Sensor-2
18,7.0288088333,Sensor-2
19,7.0849608333,Sensor-2
20,7.080078,Sensor-2
21,7.1773275,Sensor-2
22,7.319336,Sensor-2
23,7.3356118333,Sensor-2
0,6.3293458333,Sensor-3
1,6.3301596667,Sensor-3
2,6.3509115,Sensor-3
3,6.3256836667,Sensor-3
4,6.4054363333,Sensor-3
5,6.3708495,Sensor-3
6,6.1909995,Sensor-3
7,6.048584,Sensor-3
8,6.044922,Sensor-3
9,6.1311848333,Sensor-3
10,6.1340331667,Sensor-3
11,6.0420736667,Sensor-3
12,6.1655272,Sensor-3
13,6.1275226667,Sensor-3
14,6.1458333333,Sensor-3
15,6.0449218333,Sensor-3
16,6.0599771667,Sensor-3
17,5.9073891667,Sensor-3
18,5.8532715,Sensor-3
19,5.9623211667,Sensor-3
20,6.1218261667,Sensor-3
21,6.1132811667,Sensor-3
22,6.2430828333,Sensor-3
23,6.2947591667,Sensor-3
0,6.8001301667,Sensor-4
1,6.7895508333,Sensor-4
2,6.7586265,Sensor-4
3,6.769322,Sensor-4
4,6.808675,Sensor-4
5,6.7594401667,Sensor-4
6,6.6345215,Sensor-4
7,6.525879,Sensor-4
8,6.5405274,Sensor-4
9,6.5527343333,Sensor-4
10,6.6593423333,Sensor-4
11,6.6097005,Sensor-4
12,6.6003416667,Sensor-4
13,6.5743001667,Sensor-4
