hour,pressure_avg,sensor
0,6.0872395,Sensor-1
1,6.1930338333,Sensor-1
2,6.1751303333,Sensor-1
3,6.135254,Sensor-1
4,6.110026,Sensor-1
5,6.12264,Sensor-1
6,6.1467287,Sensor-1
7,6.0847981667,Sensor-1
8,5.9924316667,Sensor-1
9,5.9794106667,Sensor-1
10,5.9216308333,Sensor-1
11,5.8536786667,Sensor-1
12,5.9667966667,Sensor-1
13,5.974121,Sensor-1
14,5.9720284286,Sensor-1
15,5.9358723333,Sensor-1
16,5.8907065,Sensor-1
17,5.8235678333,Sensor-1
18,5.8015953333,Sensor-1
19,5.9053548333,Sensor-1
20,6.0262043333,Sensor-1
21,6.0632325,Sensor-1
22,6.0990396667,Sensor-1
23,6.1344403333,Sensor-1
0,7.6509601667,Sensor-2
1,7.6163736667,Sensor-2
2,7.660319,Sensor-2
3,7.6513671667,Sensor-2
4,7.6936848333,Sensor-2
5,7.6314291667,Sensor-2
6,7.6249186667,Sensor-2
7,7.599284,Sensor-2
8,7.6440428333,Sensor-2
9,7.516276,Sensor-2
10,7.5113933333,Sensor-2
11,7.4206545,Sensor-2
12,7.4454753333,Sensor-2
13,7.5345865,Sensor-2
14,7.5419108333,Sensor-2
15,7.4682615,Sensor-2
16,7.4194333333,Sensor-2
17,7.4841308333,Sensor-2
18,7.483317,Sensor-2
19,7.496338,Sensor-2
20,7.6098631667,Sensor-2
21,7.6139323333,Sensor-2
22,7.636312,Sensor-2
23,7.603353,Sensor-2
0,6.7134605,Sensor-3
1,6.7008463333,Sensor-3
2,6.7081706667,Sensor-3
3,6.7329916667,Sensor-3
4,6.7521158333,Sensor-3
5,6.710205,Sensor-3
6,6.7220051667,Sensor-3
7,6.6532391667,Sensor-3
8,6.7004396667,Sensor-3
9,6.5576171667,Sensor-3
10,6.5515135,Sensor-3
11,6.5100098333,Sensor-3
12,6.4737956667,Sensor-3
13,6.5974935,Sensor-3
14,6.514079,Sensor-3
15,6.5401205,Sensor-3
16,6.427002,Sensor-3
17,6.499837,Sensor-3
18,6.4790851667,Sensor-3
19,6.5275066667,Sensor-3
20,6.678467,Sensor-3
21,6.6398111667,Sensor-3
22,6.7370605,Sensor-3
23,6.7407226667,Sensor-3
0,7.0825196667,Sensor-4
1,7.0402018333,Sensor-4
2,7.1065268333,Sensor-4
3,7.0638021667,Sensor-4
4,7.0304363333,Sensor-4
5,7.0503741667,Sensor-4
6,7.0332846667,Sensor-4
7,7.0336915,Sensor-4
8,6.9531251667,Sensor-4
9,6.9193521667,Sensor-4
10,6.895345,Sensor-4
11,6.8558756667,Sensor-4
12,6.9177246667,Sensor-4
13,6.9152833333,Sensor-4
14,6.846517,Sensor-4
15,6.842855,Sensor-4
16,6.8745931667,Sensor-4
17,6.7834473333,Sensor-4
18,6.7915855,Sensor-4
19,6.8815103333,Sensor-4
20,6.9327801667,Sensor-4
21,6.9824221667,Sensor-4
22,6.9995116667,Sensor-4
23,7.010091,Sensor-4
0,6.4217123333,Sensor-5
1,6.3875325,Sensor-5
2,6.4278156667,Sensor-5
3,6.365153,Sensor-5
4,6.3879393333,Sensor-5
5,6.3883461667,Sensor-5
6,6.3928221667,Sensor-5
7,6.4326985,Sensor-5
8,6.31958,Sensor-5
9,6.369222,Sensor-5
10,6.2760416667,Sensor-5
11,6.2642415,Sensor-5
12,6.2923176667,Sensor-5
13,6.262614,Sensor-5
14,6.3309733333,Sensor-5
15,6.2967935,Sensor-5
16,6.2573241667,Sensor-5
17,6.2186686667,Sensor-5
18,6.2837728333,Sensor-5
19,6.2821453333,Sensor-5
20,6.3138833333,Sensor-5
21,6.3338215,Sensor-5
22,6.3431803333,Sensor-5
23,6.3391113333,Sensor-5
0,5.949933240476761,Sensor-6
1,5.941906797509127,Sensor-6
2,5.96322455689623,Sensor-6
3,5.949938497964408,Sensor-6
4,5.95107705099787,Sensor-6
5,5.919631352629555,Sensor-6
6,5.94469932642588,Sensor-6
7,5.904778739367488,Sensor-6
8,5.850108785140839,Sensor-6
9,5.8097444712259065,Sensor-6
10,5.744340663891607,Sensor-6
11,5.680282886342077,Sensor-6
12,5.753512283556115,Sensor-6
13,5.791554695464917,Sensor-6
14,5.7563333553667935,Sensor-6
15,5.771756580660435,Sensor-6
16,5.6761441507543,Sensor-6
17,5.615049925086775,Sensor-6
18,5.615809589973021,Sensor-6
19,5.692820430534383,Sensor-6
20,5.808135246391614,Sensor-6
21,5.8519837303145374,Sensor-6
22,5.911664070750728,Sensor-6
23,5.953155319077456,Sensor-6
0,6.1055503333,Sensor-7
1,6.0583496667,Sensor-7
2,6.0811361667,Sensor-7
3,6.0644531667,Sensor-7
4,6.0786945,Sensor-7
5,6.0245768333,Sensor-7
6,6.065674,Sensor-7
7,6.0575358333,Sensor-7
8,5.987956,Sensor-7
9,5.9191893333,Sensor-7
10,5.8247885,Sensor-7
11,5.8211263333,Sensor-7
12,5.8540853333,Sensor-7
13,5.9533691667,Sensor-7
14,5.9208171667,Sensor-7
15,5.9134928333,Sensor-7
16,5.777181,Sensor-7
17,5.7368978333,Sensor-7
18,5.7348633333,Sensor-7
19,5.8467608333,Sensor-7
20,5.8939616667,Sensor-7
21,5.9716796667,Sensor-7
22,6.0420735,Sensor-7
23,6.1364743333,Sensor-7
0,5.9635418333,Sensor-8
1,5.9094238333,Sensor-8
2,5.9431965,Sensor-8
3,5.9183756667,Sensor-8
4,5.9383136667,Sensor-8
5,5.9468586667,Sensor-8
6,5.9029135,Sensor-8
7,5.9330241667,Sensor-8
8,5.9155273333,Sensor-8
9,5.876058,Sensor-8
10,5.8459473333,Sensor-8
11,5.83903,Sensor-8
12,5.9020996667,Sensor-8
13,5.889079,Sensor-8
14,5.8231608333,Sensor-8
15,5.8691405,Sensor-8
16,5.8138021667,Sensor-8
17,5.8284505,Sensor-8
18,5.845947,Sensor-8
19,5.847982,Sensor-8
20,5.8679198333,Sensor-8
21,5.8947755,Sensor-8
22,5.9037271667,Sensor-8
23,5.8821615,Sensor-8
