hour,pressure_avg,sensor
0,4.7786458333,Sensor-1
1,4.840088,Sensor-1
2,4.8291015,Sensor-1
3,4.9393718333,Sensor-1
4,4.8266601667,Sensor-1
5,4.6667481667,Sensor-1
6,4.525757,Sensor-1
7,4.05944825,Sensor-1
8,3.943786625,Sensor-1
9,3.8520508,Sensor-1
10,3.9208985,Sensor-1
11,4.0218101667,Sensor-1
12,3.9127605,Sensor-1
13,3.9668783333,Sensor-1
14,4.0693358,Sensor-1
15,3.94470225,Sensor-1
16,3.8741048333,Sensor-1
17,4.0059406667,Sensor-1
18,3.8081868333,Sensor-1
19,3.7369791667,Sensor-1
20,3.786214,Sensor-1
21,3.9139811667,Sensor-1
22,4.1113281667,Sensor-1
23,4.3192546667,Sensor-1
0,6.6402181667,Sensor-2
1,6.6784668333,Sensor-2
2,6.6471355,Sensor-2
3,6.7451985,Sensor-2
4,6.6361491667,Sensor-2
5,6.4729818333,Sensor-2
6,6.4408365,Sensor-2
7,6.028239,Sensor-2
8,5.9834795,Sensor-2
9,5.8553058333,Sensor-2
10,5.9399413333,Sensor-2
11,6.0306803333,Sensor-2
12,5.9785968333,Sensor-2
13,6.0074868333,Sensor-2
14,6.1621093333,Sensor-2
15,5.9724936667,Sensor-2
16,5.9631346667,Sensor-2
17,6.0514323333,Sensor-2
18,5.8443195,Sensor-2
19,5.9041341667,Sensor-2
20,5.8919271667,Sensor-2
21,6.0864258333,Sensor-2
22,6.1901855,Sensor-2
23,6.2862143333,Sensor-2
0,4.8893228333,Sensor-3
1,4.8400878333,Sensor-3
2,4.8669433333,Sensor-3
3,4.9633788333,Sensor-3
4,4.8234051667,Sensor-3
5,4.7265623333,Sensor-3
6,4.5951335,Sensor-3
7,4.0922036667,Sensor-3
8,3.9489746667,Sensor-3
9,3.9392091667,Sensor-3
10,3.8810223333,Sensor-3
11,4.0885418333,Sensor-3
12,3.8948566667,Sensor-3
13,4.0498861667,Sensor-3
14,4.0897623333,Sensor-3
15,3.8736981667,Sensor-3
16,3.9200846667,Sensor-3
17,4.0087891667,Sensor-3
18,3.8110351667,Sensor-3
19,3.8419598333,Sensor-3
20,3.9237466667,Sensor-3
21,3.972168,Sensor-3
22,4.222819,Sensor-3
23,4.400228,Sensor-3
0,5.9143065,Sensor-4
1,5.925293,Sensor-4
2,5.8972166667,Sensor-4
3,6.0074871667,Sensor-4
4,5.9094236667,Sensor-4
5,5.7096355,Sensor-4
6,5.6111653333,Sensor-4
7,5.2067056667,Sensor-4
8,5.1139323333,Sensor-4
9,4.9890138333,Sensor-4
10,5.1232908333,Sensor-4
11,5.230713,Sensor-4
12,5.1586915,Sensor-4
13,5.193278,Sensor-4
14,5.296224,Sensor-4
15,5.1806638333,Sensor-4
16,5.1411946667,Sensor-4
17,5.23112,Sensor-4
18,5.0382486667,Sensor-4
19,5.0435383333,Sensor-4
20,5.0874838333,Sensor-4
21,5.2547201667,Sensor-4
22,5.4150388333,Sensor-4
23,5.5330403333,Sensor-4
0,5.7775878333,Sensor-5
1,5.7926433333,Sensor-5
2,5.8194988333,Sensor-5
3,5.8455405,Sensor-5
4,5.790202,Sensor-5
5,5.7112631667,Sensor-5
6,5.6294758333,Sensor-5
7,5.5049643333,Sensor-5
8,5.4866536667,Sensor-5
9,5.4618326667,Sensor-5
10,5.5371095,Sensor-5
11,5.4992675,Sensor-5
12,5.5143228333,Sensor-5
13,5.5289713333,Sensor-5
14,5.6282555,Sensor-5
15,5.452881,Sensor-5
16,5.5147298333,Sensor-5
17,5.4882813333,Sensor-5
18,5.4081218333,Sensor-5
19,5.3621418333,Sensor-5
20,5.4423011667,Sensor-5
21,5.4874673333,Sensor-5
22,5.5611163333,Sensor-5
23,5.6742351667,Sensor-5
0,4.645790847382782,Sensor-6
1,4.706975211844599,Sensor-6
2,4.710663368057993,Sensor-6
3,4.805870607296023,Sensor-6
4,4.686829863589656,Sensor-6
5,4.519047102239019,Sensor-6
6,4.3397738817462574,Sensor-6
7,3.8939755653829136,Sensor-6
8,3.742136498105785,Sensor-6
9,3.6601046639290433,Sensor-6
10,3.7605237225302,Sensor-6
11,3.8477536504347447,Sensor-6
12,3.74614465309495,Sensor-6
13,3.8271025037385673,Sensor-6
14,3.895256289574491,Sensor-6
15,3.788186038471758,Sensor-6
16,3.741642235767559,Sensor-6
17,3.856748299714516,Sensor-6
18,3.65914648880097,Sensor-6
19,3.5723704830914103,Sensor-6
20,3.6379536534424246,Sensor-6
21,3.773414663530698,Sensor-6
22,3.960505602269711,Sensor-6
23,4.157578002706345,Sensor-6
0,4.6687828333,Sensor-7
1,4.7233071667,Sensor-7
2,4.7208658333,Sensor-7
3,4.8173011667,Sensor-7
4,4.7062173333,Sensor-7
5,4.506429,Sensor-7
6,4.2659505,Sensor-7
7,4.5625815,Sensor-7
8,4.5707193333,Sensor-7
9,4.5471193333,Sensor-7
10,4.6069336667,Sensor-7
11,4.576009,Sensor-7
12,4.539795,Sensor-7
13,4.5768228333,Sensor-7
14,4.5696147143,Sensor-7
15,4.6187336667,Sensor-7
16,4.6218533333,Sensor-7
17,4.6293131667,Sensor-7
18,4.5943196667,Sensor-7
19,4.5019531667,Sensor-7
20,4.5874023333,Sensor-7
21,4.608968,Sensor-7
22,4.576009,Sensor-7
23,4.5837403333,Sensor-7
0,5.537923,Sensor-8
1,5.5379231667,Sensor-8
2,5.5171711667,Sensor-8
3,5.5249023333,Sensor-8
4,5.500895,Sensor-8
5,5.3975423333,Sensor-8
6,5.3788248333,Sensor-8
7,5.2579751667,Sensor-8
8,5.2738445,Sensor-8
9,5.2010091667,Sensor-8
10,5.28361,Sensor-8
11,5.3316241667,Sensor-8
12,5.2549527143,Sensor-8
13,5.3410994286,Sensor-8
14,5.3845215,Sensor-8
15,5.3316245,Sensor-8
16,5.2677408333,Sensor-8
17,5.3137205,Sensor-8
18,5.349121,Sensor-8
19,5.2205403333,Sensor-8
20,5.2205405,Sensor-8
21,5.3072101667,Sensor-8
22,5.3930665,Sensor-8
23,5.42846675,Sensor-8
