,value
0,149.9020093111524
1,148.84249623117432
2,144.15410250811226
3,142.68336076671375
4,142.7111622832365
5,146.88675787235957
6,152.30541979813924
7,165.16937429224504
8,160.61815311937048
9,168.00603890969853
10,163.1010735022806
11,163.32060227992187
12,164.12378757684613
13,163.10997594303683
14,163.62514542444737
15,161.64123740929588
16,162.686026085757
17,162.76000576752818
18,169.25005941180302
19,168.85471693263875
20,166.58324140281258
21,162.64667459050852
22,158.40287155489457
23,151.68082895597425
