,value
0,177.66894820642452
1,173.94189393907513
2,173.922513651861
3,176.21556310987975
4,171.3854213727396
5,171.88531538895907
6,180.01983819997997
7,194.68194640140905
8,192.21906025866537
9,202.44226456231604
10,190.92591571587403
11,187.11596050661035
12,186.7583685372707
13,185.6906569996338
14,188.11899354197251
15,186.3122327210952
16,187.79155732674533
17,193.3603555075943
18,201.58600634229452
19,203.9220907303386
20,195.46672028489496
21,191.5158043389396
22,184.78316766131724
23,176.83206810504822
