,value
0,250.6590896888383
1,249.3831280841753
2,246.62387519724064
3,247.27632752219833
4,249.59857262505187
5,254.74932594967055
6,263.8752705787894
7,278.2551620790412
8,290.23538407997654
9,295.04787579177327
10,288.095870242843
11,287.23009799268107
12,290.42405400194207
13,291.52263161713455
14,292.69359692370216
15,293.3252736928326
16,291.71233949439585
17,297.56044449720963
18,303.65489683187025
19,305.84420358636294
20,297.89978538416415
21,293.7912848038064
22,286.6540700755357
23,276.2641781679288
