,value
0,244.91959051797957
1,240.0905316734531
2,238.53779754002983
3,239.80229127242816
4,237.09545036878168
5,238.76476260133416
6,248.8527466016903
7,259.0017518481053
8,265.68313027295903
9,271.07420667887294
10,270.4571882687906
11,270.3478059195872
12,270.19569413430503
13,275.3704160114818
14,279.8105365818171
15,285.6844473303998
16,292.7915265204549
17,296.44355557220206
18,299.71446652675814
19,297.8424758897318
20,297.42555529712195
21,288.2359764541101
22,280.4381310075325
23,275.33346951380344
