,value
0,228.98975471936453
1,226.8302386249759
2,224.0872949352018
3,224.24288161280396
4,226.12672913110072
5,228.07003842861775
6,224.78230180875565
7,224.7299986300372
8,227.55934856431065
9,237.47215663623177
10,247.43179780162316
11,245.3755634867167
12,239.6119775659169
13,233.15303463577945
14,229.0413617645266
15,227.48715801955925
16,229.7738916927032
17,240.6397951027336
18,244.1666471298964
19,247.40725161943823
20,246.74629256497496
21,244.28533838968235
22,237.80857644960884
23,234.9265671139173
