,value
0,137.2252356858735
1,136.4063792500825
2,141.40278793819223
3,138.55771636422546
4,138.64236570169712
5,138.2179607229545
6,143.33395706800346
7,149.89946014901503
8,141.5590871138048
9,140.38776668235798
10,140.41961033850183
11,142.17277498127189
12,141.56079967484425
13,135.45525427428365
14,133.64256985117646
15,133.9934131012684
16,139.38188999026272
17,142.29466589190636
18,140.9385670388313
19,140.13557205780145
20,142.33208102051628
21,139.83791634414376
22,131.3627706458316
23,131.16191330512572
