,value
0,271.0890958909335
1,265.1080134873953
2,262.3211940852795
3,263.46623832582736
4,261.5128236976363
5,262.2851176659613
6,273.1865785326935
7,284.88069752480067
8,284.9480054466386
9,286.76780422051974
10,282.863286478342
11,274.1137407949678
12,273.74321668798603
13,273.2550776044782
14,269.3739947914999
15,271.545222892109
16,272.7952150591214
17,276.23921780266875
18,280.8457582324924
19,279.84292648653707
20,276.8357125941039
21,275.5370243921134
22,273.0986033364009
23,260.50417698768337
