,value
0,265.6168703701127
1,266.392744192737
2,267.13245703894404
3,266.76246812805135
4,266.4087139128235
5,269.5508704885897
6,275.6688223615156
7,286.74553528334354
8,286.3979154140782
9,292.65290687104385
10,294.5748160591184
11,297.96986099633807
12,300.9322898447136
13,301.812058432132
14,302.351627948702
15,302.3170996772927
16,309.39296788720293
17,310.48987345158065
18,311.21694209832367
19,312.8282808389147
20,309.2981988763217
21,305.9914546799835
22,302.5166880810047
23,300.43698485162
