,value
0,297.51633253073334
1,296.68726501139304
2,296.6426753000597
3,294.0181296510157
4,294.0243617587049
5,295.71960008040605
6,296.43940347935194
7,298.0246886725026
8,305.6209048302226
9,313.73639253477506
10,316.268986195039
11,319.52913630585294
12,318.883515450279
13,317.7033829508784
14,316.488961431
15,315.9366680807754
16,316.67829292784336
17,317.4100495312284
18,314.7622834581245
19,312.8746544847805
20,309.5065863799368
21,306.7230992682158
22,303.6602162891535
23,301.7518597331268
