,value
0,151.88466202336556
1,148.49093594117318
2,147.91136723878552
3,150.00786379938643
4,149.10364726396816
5,150.1440267122919
6,158.1109987223613
7,173.10341948278247
8,167.80299598597568
9,168.37630385376664
10,165.05494896274573
11,164.94381153485986
12,161.62655501857682
13,161.5649585477889
14,164.73581040538616
15,163.86742141730224
16,169.2112418229262
17,175.01616032396245
18,181.48388094036292
19,185.38666255387517
20,175.0142842755894
21,172.35117646691913
22,167.27209071457068
23,157.8589352767998
