,value
0,154.60693912128525
1,152.36864637451046
2,152.30635892852445
3,154.4959286579614
4,151.57436110991534
5,152.9917750084987
6,161.60114637521392
7,172.60352162205126
8,176.25913014938942
9,166.9632360267136
10,159.73142004391397
11,158.41931922377967
12,160.6105058679213
13,158.81029639398474
14,159.31631502695743
15,166.38839075716135
16,164.28187634895855
17,168.21365656347902
18,176.44018510335434
19,178.35102500423972
20,178.01825614157275
21,171.51743923413878
22,162.24242775217274
23,155.26546276851334
