,value
0,234.5843437968927
1,230.52010319482173
2,228.23675016751696
3,228.7366093193802
4,229.48716811366353
5,228.36673837033015
6,233.62076077832856
7,238.27731806136643
8,241.67116829122637
9,251.32198212728255
10,255.1527813073676
11,260.8904704987994
12,257.6910835414988
13,254.54202463919984
14,254.6053876184408
15,250.87088843360044
16,252.71213949575292
17,254.54971571120973
18,251.81291685103787
19,250.45968184973992
20,247.5807882204039
21,240.7819492806392
22,238.8792993817512
23,238.96968185277973
