,value
0,273.49082609199195
1,268.950915817854
2,267.38657741664974
3,267.3391450231379
4,271.8705226607035
5,270.6024902844315
6,280.49626893997777
7,292.99616648765624
8,296.3973547022393
9,295.6659253420882
10,296.4058386254065
11,300.57232363693964
12,296.75074679795796
13,297.5311642164119
14,299.9765959755905
15,298.11385668926783
16,301.69046042303427
17,303.4196323141094
18,306.91204587989785
19,311.84654433820015
20,305.50411043822913
21,296.48596242193895
22,289.8557528424095
23,280.0566646065811
