,value
0,272.92076442285014
1,269.57695209098574
2,268.23709270818244
3,269.0701193223167
4,264.80255930397857
5,266.54452409693727
6,272.9278102931077
7,286.14065187864463
8,277.81063446621596
9,273.7295464752815
10,280.4927185080004
11,282.6356878562109
12,278.2616937462938
13,273.0542725266074
14,276.706639583866
15,274.06751024334625
16,282.53860016787957
17,281.0454652028814
18,278.30192941429465
19,279.66856357498483
20,276.0785273510031
21,275.5661667130075
22,267.3356765378867
23,259.76246760382793
