,value
0,150.52536403488034
1,149.0952999061537
2,149.53248750834254
3,152.60320760446058
4,147.52148912101114
5,148.36694398792002
6,158.5286025262188
7,168.6432714784474
8,165.8321132970019
9,160.4861599992931
10,158.84762011545354
11,162.00618397556795
12,159.798541070097
13,160.56275863570082
14,158.5432284437757
15,161.5683708151994
16,161.50312915372618
17,171.83823096460574
18,176.6896037543738
19,177.66720788532868
20,171.8313035459668
21,166.9591136156234
22,159.1718269479891
23,152.18916374430555
