,value
0,164.05052965793524
1,160.18358975806362
2,161.45807014717315
3,158.43331935228352
4,158.35014648115626
5,158.62738107647792
6,163.12720168355682
7,163.29993335170482
8,169.10148221768551
9,176.39687849040837
10,180.8028567279011
11,183.6968653332579
12,173.88835257629475
13,173.39032576543352
14,170.35250882967097
15,171.08964750218493
16,168.61492854768952
17,174.2603996262991
18,176.49106918844367
19,171.13809285372866
20,169.1140653811126
21,163.36715714605415
22,160.4989206071942
23,160.74068887979243
