,value
0,147.35041586328003
1,146.95541797014596
2,147.29433556229964
3,146.78726789344185
4,148.30677219330855
5,152.58041508372992
6,163.24548573525317
7,171.5317798025171
8,167.69474814748287
9,174.37478339070654
10,171.46187639590408
11,167.42405730831106
12,171.91763629137833
13,171.82727882236193
14,171.81776465984203
15,175.62596930772452
16,170.22908384198246
17,176.00135280354982
18,181.1748412431803
19,188.2116380893659
20,179.7066209908706
21,178.97707975867016
22,171.13386928771655
23,163.40780741250114
