,value
0,233.34133261457873
1,230.9958630907719
2,228.05793275427544
3,227.982686038333
4,221.8736526963327
5,220.45590749578025
6,226.175426077885
7,222.97772493934923
8,230.75827693695533
9,239.15729422793513
10,243.52279248927724
11,248.70193196373648
12,252.56808189460432
13,250.4661303944471
14,246.96416656021552
15,246.8702001622636
16,250.68899299997463
17,256.4023927607211
18,255.00321985603907
19,254.89459984388773
20,252.77376767546215
21,251.50686720977023
22,244.8233341051578
23,240.2095357668123
