,value
0,170.52876790874413
1,169.33053298771253
2,172.35354889654238
3,170.44454242815868
4,174.64337864539405
5,179.21707151732582
6,180.68227539355323
7,185.23630083983485
8,186.7186687119183
9,188.4998259561989
10,188.32348107511052
11,190.56845376650048
12,186.5467935084407
13,183.1731008449977
14,180.89660010624897
15,176.24907525878177
16,177.43143071036175
17,178.25334829816862
18,182.26915875349613
19,180.94857650470055
20,178.26344782142178
21,175.21733983706278
22,172.38386435324534
23,172.6380966196263
