,value
0,169.1788722160895
1,165.40527976699536
2,163.9468769730937
3,164.78331774340282
4,166.55661709261813
5,164.31982923297466
6,164.69862606187007
7,166.9971065571625
8,172.76448361752014
9,181.02758878243617
10,181.35328607499423
11,182.17334770453277
12,183.8607071058265
13,179.86833715199774
14,178.79756767523256
15,178.57300519126693
16,176.80990754103357
17,182.97725474206464
18,181.0617525384706
19,182.24871525518367
20,181.33307538390213
21,174.14516964401665
22,167.9957801987634
23,161.841977037561
