,value
0,137.88414333045566
1,134.43662852270418
2,134.05656519303375
3,135.60203820006583
4,135.6876635647719
5,135.58144561223406
6,143.40000757720088
7,148.67276475544838
8,145.77839252664182
9,152.74291564715216
10,152.04770384737947
11,156.512946770465
12,151.42203945174947
13,141.9872816418512
14,141.26770095414923
15,141.7674238742059
16,148.77497565713375
17,152.8290830757458
18,157.91817042091256
19,156.96479986377796
20,157.33903843694927
21,150.99884003108352
22,145.81453606546808
23,141.13535803638652
