,value
0,153.57144297049263
1,152.77891517937866
2,152.41462755423188
3,151.28308727838825
4,152.89645407093593
5,159.2101500321973
6,166.06060849122204
7,176.29880242346778
8,172.93143744267562
9,172.55719831710547
10,172.43944634367062
11,170.55022256709483
12,169.33405853547248
13,171.64672529039444
14,170.52126483583953
15,170.00171726122375
16,174.8262583764156
17,180.72105257521577
18,190.17350629489755
19,187.6220336340323
20,182.19899027552887
21,178.92345479448096
22,174.47336315990566
23,164.09227777588092
